node_id,site_id,utc_stage_id,stage_number,period_id,green_time,interstage_time,cycle_time
N00/002,J00/002,G1,1,AM,14,2,120
N00/002,J00/002,G2,2,AM,13,6,120
N00/002,J00/002,G3,3,AM,18,9,120
N00/002,J00/002,G4,4,AM,7,6,120
N00/002,J00/002,G5,5,AM,6,11,120
N00/002,J00/002,G6,6,AM,10,18,120
N00/003,J00/003,G1,1,AM,32,11,96
N00/003,J00/003,G2,2,AM,10,6,96
N00/003,J00/003,G3,3,AM,15,6,96
N00/003,J00/003,G4,4,AM,6,10,96
N00/003,J00/130,G1,1,AM,41,11,96
N00/003,J00/130,G2,2,AM,35,9,96
N00/003,J00/139,G1,1,AM,83,5,96
N00/003,J00/139,G2,2,AM,5,3,96
N00/004,J00/004,G1,1,AM,17,9,80
N00/004,J00/004,G2,2,AM,7,10,80
N00/004,J00/004,G3,3,AM,18,10,80
N00/004,J00/004,G5,5,AM,2,7,80
N00/004,J00/135,GX,1,AM,65,0,80
N00/004,J00/135,PG,2,AM,15,0,80
N00/004,J00/136,GX,1,AM,69,0,80
N00/004,J00/136,PG,2,AM,11,0,80
N00/004,J00/137,GX,1,AM,63,0,80
N00/004,J00/137,PG,2,AM,17,0,80
N00/005,J00/005,G1,1,AM,40,5,96
N00/005,J00/005,G2,2,AM,21,15,96
N00/005,J00/005,G6,6,AM,6,9,96
N00/005,J00/138,G1,1,AM,88,3,96
N00/005,J00/138,G2,2,AM,3,2,96
N00/006,J00/006,G1,1,AM,35,9,120
N00/006,J00/006,G2,2,AM,9,6,120
N00/006,J00/006,G3,3,AM,8,7,120
N00/006,J00/006,G4,4,AM,41,5,120
N00/006,J00/122,G1,1,AM,20,15,120
N00/006,J00/122,G2,2,AM,30,17,120
N00/006,J00/122,G3,3,AM,7,10,120
N00/006,J00/122,G4,4,AM,6,15,120
N00/006,J00/123,G1,1,AM,91,9,120
N00/006,J00/123,G2,2,AM,13,7,120
N00/006,J00/134,G1,1,AM,23,3,120
N00/006,J00/134,G3,3,AM,40,6,120
N00/006,J00/134,G5,5,AM,32,16,120
N00/007,J00/007,G1,1,AM,26,16,72
N00/007,J00/007,G2,2,AM,0,0,72
N00/007,J00/007,G3,3,AM,10,9,72
N00/007,J00/007,G4,4,AM,4,7,72
N00/008,J00/008,G1,1,AM,46,7,96
N00/008,J00/008,G2,2,AM,6,12,96
N00/008,J00/008,G3,3,AM,10,15,96
N00/009,J00/009,G1,1,AM,13,17,96
N00/009,J00/009,G2,2,AM,6,6,96
N00/009,J00/009,G3,3,AM,21,8,96
N00/009,J00/009,G4,4,AM,6,3,96
N00/009,J00/009,G5,5,AM,6,10,96
N00/009,J00/070,G1,1,AM,62,16,96
N00/009,J00/070,G2,2,AM,12,6,96
N00/010,J00/010,G1,1,AM,11,17,60
N00/010,J00/010,G2,2,AM,13,6,60
N00/010,J00/010,G3,3,AM,5,8,60
N00/011,J00/011,G1,1,AM,4,7,60
N00/011,J00/011,G2,2,AM,3,4,60
N00/011,J00/011,G3,3,AM,4,10,60
N00/011,J00/011,G4,4,AM,4,11,60
N00/011,J00/011,G5,5,AM,6,7,60
N00/012,J00/012,G1,1,AM,17,12,80
N00/012,J00/012,G2,2,AM,19,6,80
N00/012,J00/012,G3,3,AM,6,6,80
N00/012,J00/012,G4,4,AM,6,8,80
N00/013,J00/013,G1,1,AM,12,21,80
N00/013,J00/013,G2,2,AM,14,5,80
N00/013,J00/013,G3,3,AM,5,9,80
N00/013,J00/013,G4,4,AM,5,9,80
N00/014,J00/014,G1,1,AM,49,19,80
N00/014,J00/014,G2,2,AM,6,6,80
N00/015,J00/015,G1,1,AM,36,10,96
N00/015,J00/015,G2,2,AM,18,17,96
N00/015,J00/015,G3,3,AM,6,9,96
N00/016,J00/016,G1,1,AM,27,8,80
N00/016,J00/016,G2,2,AM,10,11,80
N00/016,J00/016,G3,3,AM,7,12,80
N00/016,J00/016,G5,5,AM,2,3,80
N00/016,J00/068,G1,1,AM,64,5,80
N00/016,J00/068,G2,2,AM,8,3,80
N00/016,J00/127,G1,1,AM,59,5,80
N00/016,J00/127,G2,2,AM,13,3,80
N00/019,J00/019,G1,1,AM,10,11,88
N00/019,J00/019,G2,2,AM,14,14,88
N00/019,J00/019,G3,3,AM,5,11,88
N00/019,J00/019,G4,4,AM,6,17,88
N00/019,J00/111,GX,1,AM,68,0,88
N00/019,J00/111,PG,2,AM,20,0,88
N00/020,J00/020,G1,1,AM,15,17,64
N00/020,J00/020,G3,3,AM,11,6,64
N00/020,J00/020,G4,4,AM,6,9,64
N00/021,J00/021,G1,1,AM,25,11,64
N00/021,J00/021,G2,2,AM,9,6,64
N00/021,J00/021,G3,3,AM,5,8,64
N00/022,J00/022,G1,1,AM,28,5,64
N00/022,J00/022,G2,2,AM,4,8,64
N00/022,J00/022,G3,3,AM,5,14,64
N00/023,J00/023,G1,1,AM,23,12,60
N00/023,J00/023,G2,2,AM,7,7,60
N00/023,J00/023,G3,3,AM,4,7,60
N00/024,J00/024,G1,1,AM,31,11,96
N00/024,J00/024,G2,2,AM,8,13,96
N00/024,J00/024,G3,3,AM,9,24,96
N00/025,J00/025,G1,1,AM,19,19,96
N00/025,J00/025,G2,2,AM,1,1,96
N00/025,J00/025,G3,3,AM,27,7,96
N00/025,J00/025,G4,4,AM,2,2,96
N00/025,J00/025,G5,5,AM,6,12,96
N00/027,J00/027,G1,1,AM,34,13,60
N00/027,J00/027,G2,2,AM,6,7,60
N00/028,J00/028,G1,1,AM,15,16,72
N00/028,J00/028,G2,2,AM,15,6,72
N00/028,J00/028,G3,3,AM,6,9,72
N00/028,J00/028,G7,7,AM,2,3,72
N00/029,J00/029,G1,1,AM,74,16,120
N00/029,J00/029,G3,3,AM,6,7,120
N00/029,J00/029,G4,4,AM,0,0,120
N00/029,J00/029,G5,5,AM,7,10,120
N00/030,J00/030,G1,1,AM,48,12,88
N00/030,J00/030,G2,2,AM,9,5,88
N00/030,J00/030,G3,3,AM,6,8,88
N00/031,J00/031,G1,1,AM,28,17,88
N00/031,J00/031,G2,2,AM,21,6,88
N00/031,J00/031,G3,3,AM,6,10,88
N00/032,J00/032,G1,1,AM,7,15,80
N00/032,J00/032,G2,2,AM,13,10,80
N00/032,J00/032,G3,3,AM,10,10,80
N00/032,J00/032,G4,4,AM,6,9,80
N00/033,J00/033,G1,1,AM,7,19,72
N00/033,J00/033,G2,2,AM,22,7,72
N00/033,J00/033,G3,3,AM,6,11,72
N00/035,J00/035,G1,1,AM,50,16,80
N00/035,J00/035,G3,3,AM,6,8,80
N00/036,J00/036,G1,1,AM,20,5,104
N00/036,J00/036,G2,2,AM,7,10,104
N00/036,J00/036,G5,5,AM,26,11,104
N00/036,J00/036,G6,6,AM,7,18,104
N00/037,J00/037,G1,1,AM,24,11,52
N00/037,J00/037,G2,2,AM,7,10,52
N00/042,J00/042,G1,1,AM,48,3,104
N00/042,J00/042,G2,2,AM,6,9,104
N00/042,J00/042,G3,3,AM,9,9,104
N00/042,J00/042,G4,4,AM,9,11,104
N00/044,J00/044,G1,1,AM,14,16,80
N00/044,J00/044,G2,2,AM,8,2,80
N00/044,J00/044,G3,3,AM,13,8,80
N00/044,J00/044,G4,4,AM,6,6,80
N00/044,J00/044,G6,6,AM,2,5,80
N00/047,J00/047,GX,1,AM,24,0,48
N00/047,J00/047,PG,2,AM,24,0,48
N00/048,J00/048,G1,1,AM,49,15,96
N00/048,J00/048,G2,2,AM,2,2,96
N00/048,J00/048,G3,3,AM,7,6,96
N00/048,J00/048,G4,4,AM,6,9,96
N00/050,J00/050,GX,1,AM,28,0,44
N00/050,J00/050,PG,2,AM,16,0,44
N00/051,J00/051,G1,1,AM,51,14,96
N00/051,J00/051,G2,2,AM,7,12,96
N00/051,J00/051,G3,3,AM,6,6,96
N00/052,J00/052,G1,1,AM,45,18,96
N00/052,J00/052,G2,2,AM,9,8,96
N00/052,J00/052,G3,3,AM,8,8,96
N00/052,J00/052,G4,4,AM,0,0,96
N00/052,J00/052,G5,5,AM,0,0,96
N00/056,J00/056,G1,1,AM,28,2,32
N00/056,J00/056,G2,2,AM,1,1,32
N00/057,J00/057,G1,1,AM,40,4,48
N00/057,J00/057,G2,2,AM,2,2,48
N00/058,J00/058,G1,1,AM,40,4,48
N00/058,J00/058,G2,2,AM,2,2,48
N00/059,J00/059,G1,1,AM,47,6,96
N00/059,J00/059,G2,2,AM,9,7,96
N00/059,J00/059,G3,3,AM,21,6,96
N00/060,J00/060,G1,1,AM,33,11,64
N00/060,J00/060,G2,2,AM,7,10,64
N00/060,J00/060,G3,3,AM,1,2,64
N00/060,J00/060,G4,4,AM,0,0,64
N00/062,J00/062,GX,1,AM,33,0,48
N00/062,J00/062,PG,2,AM,15,0,48
N00/063,J00/063,GX,1,AM,25,0,48
N00/063,J00/063,PG,2,AM,23,0,48
N00/064,J00/064,G1,1,AM,44,17,96
N00/064,J00/064,G2,2,AM,13,22,96
N00/065,J00/065,G1,1,AM,31,7,80
N00/065,J00/065,G2,2,AM,6,10,80
N00/065,J00/065,G3,3,AM,7,19,80
N00/069,J00/069,GX,1,AM,29,0,48
N00/069,J00/069,PG,2,AM,19,0,48
N00/073,J00/073,GX,1,AM,26,0,36
N00/073,J00/073,PG,2,AM,10,0,36
N00/074,J00/074,GX,1,AM,26,0,36
N00/074,J00/074,PG,2,AM,10,0,36
N00/075,J00/075,GX,1,AM,25,0,36
N00/075,J00/075,PG,2,AM,11,0,36
N00/076,J00/076,GX,1,AM,28,0,36
N00/076,J00/076,PG,2,AM,8,0,36
N00/078,J00/078,G1,1,AM,41,12,72
N00/078,J00/078,G2,2,AM,11,8,72
N00/080,J00/080,G1,1,AM,19,20,72
N00/080,J00/080,G2,2,AM,15,18,72
N00/081,J00/081,G1,1,AM,16,9,36
N00/081,J00/081,G2,2,AM,6,5,36
N00/083,J00/083,G1,1,AM,68,17,96
N00/083,J00/083,G2,2,AM,6,5,96
N00/089,J00/089,G1,1,AM,26,9,48
N00/089,J00/089,G2,2,AM,7,6,48
N00/090,J00/090,G1,1,AM,20,8,48
N00/090,J00/090,G2,2,AM,12,8,48
N00/090,J00/091,G1,1,AM,37,4,48
N00/090,J00/091,G2,2,AM,5,2,48
N00/097,J00/097,G1,1,AM,29,10,48
N00/097,J00/097,G2,2,AM,4,5,48
N00/100,J00/100,G1,1,AM,13,14,80
N00/100,J00/100,G2,2,AM,18,7,80
N00/100,J00/100,G3,3,AM,6,7,80
N00/100,J00/100,G4,4,AM,12,3,80
N00/101,J00/101,GX,1,AM,30,0,52
N00/101,J00/101,PG,2,AM,22,0,52
N00/102,J00/102,GX,1,AM,26,0,48
N00/102,J00/102,PG,2,AM,22,0,48
N00/103,J00/103,G1,1,AM,26,11,52
N00/103,J00/103,G2,2,AM,7,8,52
N00/104,J00/104,G1,1,AM,35,2,40
N00/104,J00/104,G2,2,AM,2,1,40
N00/107,J00/107,G1,1,AM,40,4,48
N00/107,J00/107,G2,2,AM,2,2,48
N00/108,J00/108,G1,1,AM,18,22,72
N00/108,J00/108,G2,2,AM,14,18,72
N00/110,J00/110,GX,1,AM,26,0,40
N00/110,J00/110,PG,2,AM,14,0,40
N00/113,J00/113,G1,1,AM,12,9,32
N00/113,J00/113,G2,2,AM,6,5,32
N00/114,J00/114,G1,1,AM,17,8,36
N00/114,J00/114,G2,2,AM,4,7,36
N00/115,J00/115,G1,1,AM,15,8,32
N00/115,J00/115,G2,2,AM,5,4,32
N00/116,J00/116,G1,1,AM,49,16,96
N00/116,J00/116,G3,3,AM,10,5,96
N00/116,J00/116,G4,4,AM,6,10,96
N00/117,J00/117,G1,1,AM,28,7,64
N00/117,J00/117,G2,2,AM,9,10,64
N00/117,J00/117,G3,3,AM,4,6,64
N00/118,J00/118,G1,1,AM,70,16,96
N00/118,J00/118,G2,2,AM,5,5,96
N00/119,J00/119,GX,1,AM,37,0,48
N00/119,J00/119,PG,2,AM,11,0,48
N00/120,J00/120,GX,1,AM,17,0,36
N00/120,J00/120,PG,2,AM,19,0,36
N00/121,J00/121,GX,1,AM,24,0,48
N00/121,J00/121,PG,2,AM,24,0,48
N00/125,J00/125,G1,1,AM,26,14,80
N00/125,J00/125,G2,2,AM,18,7,80
N00/125,J00/125,G3,3,AM,5,10,80
N00/126,J00/126,G1,1,AM,68,15,96
N00/126,J00/126,G2,2,AM,9,4,96
N00/131,J00/131,G1,1,AM,26,16,64
N00/131,J00/131,G2,2,AM,12,10,64
N00/132,J00/132,G1,1,AM,97,11,120
N00/132,J00/132,G2,2,AM,6,6,120
N00/141,J00/141,G1,1,AM,54,12,96
N00/141,J00/141,G2,2,AM,2,2,96
N00/141,J00/141,G3,3,AM,6,9,96
N00/141,J00/141,G4,4,AM,5,6,96
N00/142,J00/142,G1,1,AM,26,15,96
N00/142,J00/142,G2,2,AM,9,2,96
N00/142,J00/142,G3,3,AM,14,6,96
N00/142,J00/142,G4,4,AM,6,10,96
N00/142,J00/142,G6,6,AM,1,7,96
N00/850,J00/850,G1,1,AM,8,7,80
N00/850,J00/850,G2,2,AM,5,6,80
N00/850,J00/850,G3,3,AM,4,8,80
N00/850,J00/850,G4,4,AM,4,8,80
N00/850,J00/850,G5,5,AM,5,6,80
N00/850,J00/850,G6,6,AM,7,12,80
N01/001,J01/001,G1,1,AM,61,6,88
N01/001,J01/001,G2,2,AM,11,10,88
N01/002,J01/002,G1,1,AM,30,17,88
N01/002,J01/002,G2,2,AM,7,8,88
N01/002,J01/002,G3,3,AM,6,20,88
N01/002,J01/004,G1,1,AM,42,8,88
N01/002,J01/004,G2,2,AM,30,8,88
N01/002,J01/558,G1,1,AM,65,3,88
N01/002,J01/558,G2,2,AM,19,1,88
N01/003,J01/003,G1,1,AM,30,6,40
N01/003,J01/003,G2,2,AM,2,2,40
N01/005,J01/005,G1,1,AM,43,6,88
N01/005,J01/005,G2,2,AM,5,9,88
N01/005,J01/005,G3,3,AM,7,18,88
N01/006,J01/006,G1,1,AM,32,5,40
N01/006,J01/006,G2,2,AM,2,1,40
N01/007,J01/007,G1,1,AM,13,17,72
N01/007,J01/007,G2,2,AM,19,6,72
N01/007,J01/007,G3,3,AM,7,10,72
N01/009,J01/009,G1,1,AM,9,7,72
N01/009,J01/009,G2,2,AM,22,6,72
N01/009,J01/009,G4,4,AM,14,14,72
N01/009,J01/529,G1,1,AM,2,11,72
N01/009,J01/529,G2,2,AM,13,8,72
N01/009,J01/529,G3,3,AM,12,3,72
N01/009,J01/529,G4,4,AM,4,7,72
N01/009,J01/529,G5,5,AM,2,10,72
N01/009,J01/531,G1,1,AM,53,7,72
N01/009,J01/531,G2,2,AM,6,6,72
N01/009,J01/532,G1,1,AM,55,7,72
N01/009,J01/532,G2,2,AM,5,5,72
N01/010,J01/010,G1,1,AM,8,5,72
N01/010,J01/010,G2,2,AM,7,16,72
N01/010,J01/010,G3,3,AM,29,7,72
N01/010,J01/530,G1,1,AM,56,7,72
N01/010,J01/530,G2,2,AM,4,5,72
N01/010,J01/533,G1,1,AM,67,2,72
N01/010,J01/533,G2,2,AM,2,1,72
N01/010,J01/534,G1,1,AM,34,10,72
N01/010,J01/534,G4,4,AM,19,9,72
N01/010,J01/535,G1,1,AM,56,7,72
N01/010,J01/535,G2,2,AM,5,4,72
N01/011,J01/011,G1,1,AM,63,6,104
N01/011,J01/011,G2,2,AM,6,9,104
N01/011,J01/011,G3,3,AM,6,14,104
N01/012,J01/012,G1,1,AM,14,6,104
N01/012,J01/012,G2,2,AM,6,13,104
N01/012,J01/012,G3,3,AM,6,16,104
N01/012,J01/012,G4,4,AM,4,9,104
N01/012,J01/012,G5,5,AM,21,9,104
N01/014,J01/014,G1,1,AM,34,4,40
N01/014,J01/014,G2,2,AM,1,1,40
N01/016,J01/016,G1,1,AM,25,9,80
N01/016,J01/016,G2,2,AM,5,6,80
N01/016,J01/016,G3,3,AM,1,4,80
N01/016,J01/016,G4,4,AM,12,15,80
N01/016,J01/016,G5,5,AM,2,1,80
N01/016,J01/017,G1,1,AM,23,22,80
N01/016,J01/017,G2,2,AM,14,7,80
N01/016,J01/017,G3,3,AM,6,8,80
N01/016,J01/261,G1,1,AM,42,12,80
N01/016,J01/261,G2,2,AM,19,7,80
N01/018,J01/018,G1,1,AM,21,12,80
N01/018,J01/018,G2,2,AM,41,6,80
N01/019,J01/019,G1,1,AM,15,13,72
N01/019,J01/019,G2,2,AM,21,10,72
N01/019,J01/019,G3,3,AM,5,8,72
N01/020,J01/020,G1,1,AM,7,15,80
N01/020,J01/020,G2,2,AM,6,18,80
N01/020,J01/020,G3,3,AM,23,11,80
N01/022,J01/022,G1,1,AM,29,14,80
N01/022,J01/022,G2,2,AM,7,15,80
N01/022,J01/022,G3,3,AM,5,10,80
N01/023,J01/023,G1,1,AM,38,14,80
N01/023,J01/023,G2,2,AM,7,6,80
N01/023,J01/023,G3,3,AM,6,9,80
N01/024,J01/024,G1,1,AM,47,11,80
N01/024,J01/024,G2,2,AM,8,14,80
N01/024,J01/265,G1,1,AM,52,10,80
N01/024,J01/265,G3,3,AM,13,5,80
N01/025,J01/025,G1,1,AM,32,16,80
N01/025,J01/025,G2,2,AM,10,5,80
N01/025,J01/025,G3,3,AM,7,10,80
N01/026,J01/026,G1,1,AM,15,12,72
N01/026,J01/026,G3,3,AM,19,11,72
N01/026,J01/026,G4,4,AM,7,8,72
N01/027,J01/027,G1,1,AM,8,5,80
N01/027,J01/027,G2,2,AM,30,8,80
N01/027,J01/027,G3,3,AM,3,5,80
N01/027,J01/027,G4,4,AM,13,8,80
N01/028,J01/028,G1,1,AM,21,10,80
N01/028,J01/028,G2,2,AM,27,9,80
N01/028,J01/028,G3,3,AM,6,7,80
N01/030,J01/030,G1,1,AM,16,11,80
N01/030,J01/030,G2,2,AM,23,12,80
N01/030,J01/030,G3,3,AM,5,5,80
N01/030,J01/030,G4,4,AM,4,4,80
N01/031,J01/031,GX,1,AM,32,0,40
N01/031,J01/031,PG,2,AM,8,0,40
N01/032,J01/032,G1,1,AM,22,5,40
N01/032,J01/032,G2,2,AM,9,4,40
N01/033,J01/033,G1,1,AM,23,14,88
N01/033,J01/033,G2,2,AM,30,6,88
N01/033,J01/033,G3,3,AM,6,9,88
N01/034,J01/034,G1,1,AM,36,12,88
N01/034,J01/034,G2,2,AM,6,7,88
N01/034,J01/034,G3,3,AM,10,9,88
N01/034,J01/034,G4,4,AM,3,5,88
N01/035,J01/035,G1,1,AM,15,16,88
N01/035,J01/035,G2,2,AM,4,9,88
N01/035,J01/035,G3,3,AM,8,5,88
N01/035,J01/035,G4,4,AM,10,8,88
N01/035,J01/035,G5,5,AM,5,8,88
N01/036,J01/036,G1,1,AM,43,14,72
N01/036,J01/036,G2,2,AM,9,6,72
N01/037,J01/037,G1,1,AM,40,5,72
N01/037,J01/037,G2,2,AM,8,13,72
N01/037,J01/037,G3,3,AM,3,3,72
N01/038,J01/038,G1,1,AM,35,13,72
N01/038,J01/038,G2,2,AM,15,9,72
N01/038,J01/572,G1,1,AM,50,12,72
N01/038,J01/572,G2,2,AM,4,6,72
N01/039,J01/039,G1,1,AM,24,6,48
N01/039,J01/039,G2,2,AM,2,1,48
N01/039,J01/039,G3,3,AM,9,6,48
N01/040,J01/040,G1,1,AM,36,14,96
N01/040,J01/040,G2,2,AM,2,3,96
N01/040,J01/040,G3,3,AM,19,5,96
N01/040,J01/040,G4,4,AM,8,4,96
N01/040,J01/040,G5,5,AM,3,2,96
N01/040,J01/587,G1,1,AM,31,16,96
N01/040,J01/587,G2,2,AM,2,3,96
N01/040,J01/587,G3,3,AM,8,6,96
N01/040,J01/587,G4,4,AM,1,7,96
N01/040,J01/587,G5,5,AM,10,12,96
N01/043,J01/043,G1,1,AM,37,5,64
N01/043,J01/043,G2,2,AM,2,2,64
N01/043,J01/043,G3,3,AM,10,8,64
N01/044,J01/044,G1,1,AM,29,5,96
N01/044,J01/044,G2,2,AM,2,2,96
N01/044,J01/044,G3,3,AM,10,22,96
N01/044,J01/044,G5,5,AM,6,12,96
N01/044,J01/044,G7,7,AM,1,7,96
N01/044,J01/453,G1,1,AM,19,9,96
N01/044,J01/453,G2,2,AM,3,3,96
N01/044,J01/453,G3,3,AM,57,5,96
N01/045,J01/045,G1,1,AM,45,1,48
N01/045,J01/045,G2,2,AM,1,1,48
N01/046,J01/046,G1,1,AM,31,16,120
N01/046,J01/046,G2,2,AM,16,10,120
N01/046,J01/046,G3,3,AM,9,11,120
N01/046,J01/046,G4,4,AM,7,20,120
N01/047,J01/047,G1,1,AM,70,6,120
N01/047,J01/047,G2,2,AM,11,17,120
N01/047,J01/047,G3,3,AM,7,9,120
N01/047,J01/314,G1,1,AM,101,8,120
N01/047,J01/314,G2,2,AM,6,5,120
N01/048,J01/048,G1,1,AM,24,12,104
N01/048,J01/048,G2,2,AM,16,20,104
N01/048,J01/048,G3,3,AM,13,3,104
N01/048,J01/048,G4,4,AM,10,6,104
N01/051,J01/051,G1,1,AM,45,13,80
N01/051,J01/051,G2,2,AM,7,8,80
N01/051,J01/051,G3,3,AM,3,4,80
N01/052,J01/052,G1,1,AM,16,6,80
N01/052,J01/052,G2,2,AM,6,10,80
N01/052,J01/052,G3,3,AM,28,14,80
N01/052,J01/053,G1,1,AM,28,8,80
N01/052,J01/053,G2,2,AM,7,8,80
N01/052,J01/053,G3,3,AM,4,3,80
N01/052,J01/053,G4,4,AM,5,17,80
N01/052,J01/333,G1,1,AM,68,5,80
N01/052,J01/333,G2,2,AM,4,3,80
N01/054,J01/054,G1,1,AM,30,10,64
N01/054,J01/054,G2,2,AM,7,7,64
N01/054,J01/054,G3,3,AM,4,6,64
N01/057,J01/057,G1,1,AM,44,5,88
N01/057,J01/057,G2,2,AM,4,5,88
N01/057,J01/057,G3,3,AM,6,8,88
N01/057,J01/057,G4,4,AM,7,9,88
N01/058,J01/058,G1,1,AM,52,6,88
N01/058,J01/058,G3,3,AM,6,7,88
N01/058,J01/058,G4,4,AM,8,9,88
N01/059,J01/059,G1,1,AM,19,9,48
N01/059,J01/059,G2,2,AM,10,6,48
N01/059,J01/059,G3,3,AM,2,2,48
N01/061,J01/061,GX,1,AM,28,0,40
N01/061,J01/061,PG,2,AM,12,0,40
N01/062,J01/062,G1,1,AM,31,5,40
N01/062,J01/062,G2,2,AM,2,2,40
N01/063,J01/063,G1,1,AM,7,6,72
N01/063,J01/063,G2,2,AM,2,6,72
N01/063,J01/063,G3,3,AM,12,9,72
N01/063,J01/063,G6,6,AM,16,14,72
N01/063,J01/537,G1,1,AM,54,6,72
N01/063,J01/537,G2,2,AM,6,6,72
N01/064,J01/064,G1,1,AM,28,12,72
N01/064,J01/064,G2,2,AM,14,6,72
N01/064,J01/064,G3,3,AM,6,6,72
N01/065,J01/065,G1,1,AM,34,11,72
N01/065,J01/065,G2,2,AM,11,6,72
N01/065,J01/065,G3,3,AM,4,6,72
N01/069,J01/069,G1,1,AM,17,11,64
N01/069,J01/069,G2,2,AM,16,8,64
N01/069,J01/069,G3,3,AM,6,6,64
N01/070,J01/070,G1,1,AM,20,8,64
N01/070,J01/070,G2,2,AM,6,9,64
N01/070,J01/070,G3,3,AM,14,7,64
N01/071,J01/071,G1,1,AM,20,10,64
N01/071,J01/071,G2,2,AM,19,6,64
N01/071,J01/071,G3,3,AM,4,5,64
N01/072,J01/072,G1,1,AM,13,9,52
N01/072,J01/072,G2,2,AM,15,6,52
N01/072,J01/072,G3,3,AM,4,5,52
N01/073,J01/073,G1,1,AM,16,8,52
N01/073,J01/073,G2,2,AM,15,6,52
N01/073,J01/073,G3,3,AM,3,4,52
N01/075,J01/075,G1,1,AM,29,4,48
N01/075,J01/075,G2,2,AM,7,4,48
N01/075,J01/075,G3,3,AM,2,2,48
N01/076,J01/076,G1,1,AM,27,6,72
N01/076,J01/076,G2,2,AM,4,9,72
N01/076,J01/076,G3,3,AM,11,15,72
N01/077,J01/077,G1,1,AM,24,6,48
N01/077,J01/077,G2,2,AM,8,5,48
N01/077,J01/077,G3,3,AM,2,3,48
N01/078,J01/078,G1,1,AM,20,23,88
N01/078,J01/078,G2,2,AM,3,3,88
N01/078,J01/078,G3,3,AM,17,7,88
N01/078,J01/078,G4,4,AM,5,10,88
N01/079,J01/079,G1,1,AM,17,15,60
N01/079,J01/079,G2,2,AM,7,6,60
N01/079,J01/079,G3,3,AM,6,9,60
N01/081,J01/081,G1,1,AM,33,10,88
N01/081,J01/081,G2,2,AM,8,14,88
N01/081,J01/081,G3,3,AM,9,14,88
N01/082,J01/082,G1,1,AM,18,11,72
N01/082,J01/082,G2,2,AM,10,11,72
N01/082,J01/082,G3,3,AM,8,14,72
N01/083,J01/083,G1,1,AM,9,7,72
N01/083,J01/083,G2,2,AM,6,13,72
N01/083,J01/083,G3,3,AM,14,14,72
N01/083,J01/083,G4,4,AM,4,5,72
N01/084,J01/084,G1,1,AM,13,9,48
N01/084,J01/084,G2,2,AM,15,11,48
N01/085,J01/085,G1,1,AM,16,10,48
N01/085,J01/085,G2,2,AM,12,10,48
N01/086,J01/086,G1,1,AM,13,6,32
N01/086,J01/086,G2,2,AM,7,6,32
N01/087,J01/087,G1,1,AM,25,12,96
N01/087,J01/087,G2,2,AM,3,5,96
N01/087,J01/087,G3,3,AM,25,10,96
N01/087,J01/087,G4,4,AM,6,10,96
N01/088,J01/088,G1,1,AM,30,12,88
N01/088,J01/088,G2,2,AM,28,6,88
N01/088,J01/088,G3,3,AM,5,7,88
N01/089,J01/089,G1,1,AM,28,17,104
N01/089,J01/089,G2,2,AM,32,7,104
N01/089,J01/089,G3,3,AM,6,11,104
N01/089,J01/089,G4,4,AM,2,1,104
N01/089,J01/621,G1,1,AM,30,2,104
N01/089,J01/621,G2,2,AM,38,8,104
N01/089,J01/621,G4,4,AM,13,13,104
N01/090,J01/090,G1,1,AM,29,7,72
N01/090,J01/090,G2,2,AM,5,7,72
N01/090,J01/090,G3,3,AM,14,10,72
N01/092,J01/092,G1,1,AM,16,10,40
N01/092,J01/092,G2,2,AM,9,5,40
N01/093,J01/093,G1,1,AM,31,5,112
N01/093,J01/093,G2,2,AM,34,17,112
N01/093,J01/093,G3,3,AM,7,5,112
N01/093,J01/093,G4,4,AM,5,8,112
N01/093,J01/580,G1,1,AM,31,10,112
N01/093,J01/580,G2,2,AM,6,8,112
N01/093,J01/580,G3,3,AM,5,5,112
N01/093,J01/580,G4,4,AM,30,4,112
N01/093,J01/580,G5,5,AM,3,10,112
N01/094,J01/094,G1,1,AM,70,6,104
N01/094,J01/094,G2,2,AM,15,13,104
N01/095,J01/095,G1,1,AM,66,10,104
N01/095,J01/095,G2,2,AM,3,4,104
N01/095,J01/095,G3,3,AM,5,7,104
N01/095,J01/095,G4,4,AM,3,6,104
N01/097,J01/097,G1,1,AM,16,9,80
N01/097,J01/097,G2,2,AM,10,7,80
N01/097,J01/097,G3,3,AM,28,10,80
N01/098,J01/098,G1,1,AM,25,14,88
N01/098,J01/098,G2,2,AM,9,7,88
N01/098,J01/098,G3,3,AM,11,8,88
N01/098,J01/098,G4,4,AM,5,9,88
N01/099,J01/099,G1,1,AM,14,8,48
N01/099,J01/099,G2,2,AM,21,5,48
N01/102,J01/102,G1,1,AM,16,4,56
N01/102,J01/102,G2,2,AM,5,7,56
N01/102,J01/102,G3,3,AM,9,15,56
N01/103,J01/103,G1,1,AM,45,14,80
N01/103,J01/103,G3,3,AM,5,14,80
N01/103,J01/103,G4,4,AM,1,1,80
N01/105,J01/105,G1,1,AM,32,18,64
N01/105,J01/105,G2,2,AM,8,6,64
N01/105,J01/105,G3,3,AM,0,0,64
N01/106,J01/106,G1,1,AM,28,7,64
N01/106,J01/106,G2,2,AM,1,1,64
N01/106,J01/106,G3,3,AM,9,7,64
