region_id,node_id,time_period_id,node_cycle_time,region_cycle_time,ratio,single_double_triple,cycle_time_independent
0378,N23/216,PM,36,72,2.0,2,False
0379,N02/019,AM,60,60,1.0,1,False
0379,N02/034,AM,60,60,1.0,1,False
0379,N02/019,OP,60,60,1.0,1,False
0379,N02/034,OP,60,60,1.0,1,False
0379,N02/019,PM,60,60,1.0,1,False
0379,N02/034,PM,60,60,1.0,1,False
0380,N10/032,AM,52,52,1.0,1,False
0380,N10/249,AM,52,52,1.0,1,False
0380,N10/032,OP,40,40,1.0,1,False
0380,N10/249,OP,40,40,1.0,1,False
0380,N10/032,PM,40,40,1.0,1,False
0380,N10/249,PM,40,40,1.0,1,False
0381,N30/101,AM,96,96,1.0,1,False
0381,N30/102,AM,96,96,1.0,1,False
0381,N30/237,AM,96,96,1.0,1,False
0381,N30/238,AM,96,96,1.0,1,False
0381,N30/101,OP,96,96,1.0,1,False
0381,N30/102,OP,96,96,1.0,1,False
0381,N30/237,OP,96,96,1.0,1,False
0381,N30/238,OP,96,96,1.0,1,False
0381,N30/101,PM,96,96,1.0,1,False
0381,N30/102,PM,96,96,1.0,1,False
0381,N30/237,PM,96,96,1.0,1,False
0381,N30/238,PM,96,96,1.0,1,False
0383,N09/018,AM,96,96,1.0,1,False
0383,N09/098,AM,48,96,2.0,2,False
0383,N09/133,AM,96,96,1.0,1,False
0383,N09/134,AM,48,96,2.0,2,False
0383,N09/243,AM,96,96,1.0,1,False
0383,N09/354,AM,96,96,1.0,1,False
0383,N10/110,AM,96,96,1.0,1,False
0383,N09/018,OP,80,80,1.0,1,False
0383,N09/098,OP,40,80,2.0,2,False
0383,N09/133,OP,80,80,1.0,1,False
0383,N09/134,OP,40,80,2.0,2,False
0383,N09/243,OP,80,80,1.0,1,False
0383,N09/354,OP,80,80,1.0,1,False
0383,N10/110,OP,80,80,1.0,1,False
0383,N09/018,PM,88,88,1.0,1,False
0383,N09/098,PM,44,88,2.0,2,False
0383,N09/133,PM,88,88,1.0,1,False
0383,N09/134,PM,44,88,2.0,2,False
0383,N09/243,PM,88,88,1.0,1,False
0383,N09/354,PM,88,88,1.0,1,False
0383,N10/110,PM,88,88,1.0,1,False
0384,N20/272,AM,96,96,1.0,1,False
0384,N20/273,AM,96,96,1.0,1,False
0384,N20/301,AM,48,96,2.0,2,False
0384,N20/272,OP,96,96,1.0,1,False
0384,N20/273,OP,96,96,1.0,1,False
0384,N20/301,OP,48,96,2.0,2,False
0384,N20/272,PM,96,96,1.0,1,False
0384,N20/273,PM,96,96,1.0,1,False
0384,N20/301,PM,48,96,2.0,2,False
0385,N07/129,AM,60,60,1.0,1,False
0385,N07/129,OP,60,60,1.0,1,False
0385,N07/129,PM,60,60,1.0,1,False
0386,N06/104,AM,32,64,2.0,2,False
0386,N06/228,AM,64,64,1.0,1,False
0386,N06/229,AM,64,64,1.0,1,False
0386,N06/319,AM,64,64,1.0,1,False
0386,N06/104,OP,32,64,2.0,2,False
0386,N06/228,OP,64,64,1.0,1,False
0386,N06/229,OP,64,64,1.0,1,False
0386,N06/319,OP,64,64,1.0,1,False
0386,N06/104,PM,32,64,2.0,2,False
0386,N06/228,PM,64,64,1.0,1,False
0386,N06/229,PM,64,64,1.0,1,False
0386,N06/319,PM,64,64,1.0,1,False
0387,N00/032,AM,80,80,1.0,1,False
0387,N00/032,OP,80,80,1.0,1,False
0387,N00/032,PM,80,80,1.0,1,False
0388,N10/031,AM,96,96,1.0,1,False
0388,N10/114,AM,96,96,1.0,1,False
0388,N10/189,AM,48,96,2.0,2,False
0388,N10/316,AM,96,96,1.0,1,False
0388,N10/320,AM,48,96,2.0,2,False
0388,N10/031,OP,96,96,1.0,1,False
0388,N10/114,OP,96,96,1.0,1,False
0388,N10/189,OP,48,96,2.0,2,False
0388,N10/316,OP,96,96,1.0,1,False
0388,N10/320,OP,48,96,2.0,2,False
0388,N10/031,PM,96,96,1.0,1,False
0388,N10/114,PM,96,96,1.0,1,False
0388,N10/189,PM,48,96,2.0,2,False
0388,N10/316,PM,96,96,1.0,1,False
0388,N10/320,PM,48,96,2.0,2,False
0389,N10/073,AM,64,64,1.0,1,False
0389,N10/255,AM,64,64,1.0,1,False
0389,N10/268,AM,64,64,1.0,1,False
0389,N10/073,OP,64,64,1.0,1,False
0389,N10/255,OP,64,64,1.0,1,False
0389,N10/268,OP,64,64,1.0,1,False
0389,N10/073,PM,64,64,1.0,1,False
0389,N10/255,PM,64,64,1.0,1,False
0389,N10/268,PM,64,64,1.0,1,False
0390,N01/082,AM,72,72,1.0,1,False
0390,N01/082,OP,72,72,1.0,1,False
0390,N01/082,PM,72,72,1.0,1,False
0391,N08/394,AM,64,64,1.0,1,False
0391,N08/407,AM,64,64,1.0,1,False
0391,N08/394,OP,44,44,1.0,1,False
0391,N08/407,OP,44,44,1.0,1,False
0391,N08/394,PM,44,44,1.0,1,False
0391,N08/407,PM,44,44,1.0,1,False
0392,N12/125,AM,44,44,1.0,1,False
0392,N12/211,AM,48,44,0.9166666666666666,1,True
0392,N12/125,OP,44,44,1.0,1,False
0392,N12/211,OP,44,44,1.0,1,False
0392,N12/125,PM,48,48,1.0,1,False
0392,N12/211,PM,48,48,1.0,1,False
0393,N24/101,AM,80,80,1.0,1,False
0393,N24/131,AM,80,80,1.0,1,False
0393,N24/132,AM,80,80,1.0,1,False
0393,N24/138,AM,80,80,1.0,1,False
0393,N24/210,AM,80,80,1.0,1,False
0393,N24/101,OP,80,80,1.0,1,False
0393,N24/131,OP,80,80,1.0,1,False
0393,N24/132,OP,80,80,1.0,1,False
0393,N24/138,OP,80,80,1.0,1,False
0393,N24/210,OP,80,80,1.0,1,False
0393,N24/101,PM,88,88,1.0,1,False
0393,N24/131,PM,88,88,1.0,1,False
0393,N24/132,PM,88,88,1.0,1,False
0393,N24/138,PM,88,88,1.0,1,False
0393,N24/210,PM,88,88,1.0,1,False
0394,N20/002,AM,104,104,1.0,1,False
0394,N20/002,OP,104,104,1.0,1,False
0394,N20/002,PM,104,104,1.0,1,False
0395,N27/033,AM,104,104,1.0,1,False
0395,N27/083,AM,104,104,1.0,1,False
0395,N27/285,AM,52,104,2.0,2,False
0395,N27/033,OP,96,96,1.0,1,False
0395,N27/083,OP,96,96,1.0,1,False
0395,N27/285,OP,48,96,2.0,2,False
0395,N27/033,PM,112,112,1.0,1,False
0395,N27/083,PM,112,112,1.0,1,False
0395,N27/285,PM,56,112,2.0,2,False
0396,N21/005,AM,112,112,1.0,1,False
0396,N21/010,AM,112,112,1.0,1,False
0396,N21/043,AM,56,112,2.0,2,False
0396,N21/184,AM,56,112,2.0,2,False
0396,N21/005,OP,112,112,1.0,1,False
0396,N21/010,OP,112,112,1.0,1,False
0396,N21/043,OP,56,112,2.0,2,False
0396,N21/184,OP,56,112,2.0,2,False
0396,N21/005,PM,120,120,1.0,1,False
0396,N21/010,PM,120,120,1.0,1,False
0396,N21/043,PM,60,120,2.0,2,False
0396,N21/184,PM,60,120,2.0,2,False
0398,N24/002,AM,104,104,1.0,1,False
0398,N24/186,AM,52,104,2.0,2,False
0398,N24/242,AM,52,104,2.0,2,False
0398,N24/002,OP,96,96,1.0,1,False
0398,N24/186,OP,48,96,2.0,2,False
0398,N24/242,OP,48,96,2.0,2,False
0398,N24/002,PM,104,104,1.0,1,False
0398,N24/186,PM,52,104,2.0,2,False
0398,N24/242,PM,52,104,2.0,2,False
0399,N01/167,AM,56,56,1.0,1,False
0399,N01/168,AM,32,56,1.75,1,True
0399,N01/169,AM,56,56,1.0,1,False
0399,N01/170,AM,32,56,1.75,1,True
0399,N01/167,OP,56,56,1.0,1,False
0399,N01/168,OP,32,56,1.75,1,True
0399,N01/169,OP,56,56,1.0,1,False
0399,N01/170,OP,32,56,1.75,1,True
0399,N01/167,PM,56,56,1.0,1,False
0399,N01/168,PM,32,56,1.75,1,True
0399,N01/169,PM,56,56,1.0,1,False
0399,N01/170,PM,32,56,1.75,1,True
0400,N09/001,AM,96,96,1.0,1,False
0400,N09/187,AM,48,96,2.0,2,False
0400,N09/343,AM,96,96,1.0,1,False
0400,N09/364,AM,48,96,2.0,2,False
0400,N09/001,OP,80,80,1.0,1,False
0400,N09/187,OP,40,80,2.0,2,False
0400,N09/343,OP,80,80,1.0,1,False
0400,N09/364,OP,40,80,2.0,2,False
0400,N09/001,PM,96,96,1.0,1,False
0400,N09/187,PM,48,96,2.0,2,False
0400,N09/343,PM,96,96,1.0,1,False
0400,N09/364,PM,48,96,2.0,2,False
0401,N23/125,AM,72,72,1.0,1,False
0401,N23/126,AM,72,72,1.0,1,False
0401,N23/125,OP,72,72,1.0,1,False
0401,N23/126,OP,72,72,1.0,1,False
0401,N23/125,PM,88,88,1.0,1,False
0401,N23/126,PM,88,88,1.0,1,False
0402,N23/127,AM,64,64,1.0,1,False
0402,N23/127,OP,64,64,1.0,1,False
0402,N23/127,PM,64,64,1.0,1,False
0403,N28/193,AM,96,96,1.0,1,False
0403,N28/194,AM,96,96,1.0,1,False
0403,N28/193,OP,80,80,1.0,1,False
0403,N28/194,OP,80,80,1.0,1,False
0403,N28/193,PM,88,88,1.0,1,False
0403,N28/194,PM,88,88,1.0,1,False
0404,N28/083,AM,60,60,1.0,1,False
0404,N28/083,OP,56,56,1.0,1,False
0404,N28/083,PM,64,64,1.0,1,False
0405,N28/002,AM,128,128,1.0,1,False
0405,N28/002,OP,128,128,1.0,1,False
0405,N28/002,PM,128,128,1.0,1,False
0406,N06/215,AM,60,64,1.0666666666666667,1,True
0406,N06/216,AM,64,64,1.0,1,False
0406,N06/342,AM,64,64,1.0,1,False
0406,N06/343,AM,60,64,1.0666666666666667,1,True
0406,N06/215,OP,60,72,1.2,1,True
0406,N06/216,OP,72,72,1.0,1,False
0406,N06/342,OP,72,72,1.0,1,False
0406,N06/343,OP,60,72,1.2,1,True
0406,N06/215,PM,72,72,1.0,1,False
0406,N06/216,PM,72,72,1.0,1,False
0406,N06/342,PM,72,72,1.0,1,False
0406,N06/343,PM,72,72,1.0,1,False
0407,N06/157,AM,56,56,1.0,1,False
0407,N06/157,OP,56,56,1.0,1,False
0407,N06/157,PM,80,80,1.0,1,False
0408,N02/207,AM,56,56,1.0,1,False
0408,N02/283,AM,56,56,1.0,1,False
0408,N02/284,AM,56,56,1.0,1,False
0408,N02/207,OP,56,56,1.0,1,False
0408,N02/283,OP,56,56,1.0,1,False
0408,N02/284,OP,56,56,1.0,1,False
0408,N02/207,PM,56,56,1.0,1,False
0408,N02/283,PM,56,56,1.0,1,False
0408,N02/284,PM,56,56,1.0,1,False
0409,N24/009,AM,104,104,1.0,1,False
0409,N24/092,AM,52,104,2.0,2,False
0409,N24/009,OP,104,104,1.0,1,False
0409,N24/092,OP,52,104,2.0,2,False
0409,N24/009,PM,104,104,1.0,1,False
0409,N24/092,PM,52,104,2.0,2,False
0410,N24/008,AM,72,72,1.0,1,False
0410,N24/146,AM,36,72,2.0,2,False
0410,N24/008,OP,48,48,1.0,1,False
0410,N24/146,OP,48,48,1.0,1,False
0410,N24/008,PM,72,72,1.0,1,False
0410,N24/146,PM,36,72,2.0,2,False
0411,N27/030,AM,88,88,1.0,1,False
0411,N27/137,AM,88,88,1.0,1,False
0411,N27/142,AM,44,88,2.0,2,False
0411,N27/143,AM,44,88,2.0,2,False
0411,N27/150,AM,44,88,2.0,2,False
0411,N27/183,AM,88,88,1.0,1,False
0411,N27/185,AM,44,88,2.0,2,False
0411,N27/186,AM,88,88,1.0,1,False
0411,N27/197,AM,44,88,2.0,2,False
0411,N27/287,AM,88,88,1.0,1,False
0411,N27/030,OP,72,72,1.0,1,False
0411,N27/137,OP,72,72,1.0,1,False
0411,N27/142,OP,36,72,2.0,2,False
0411,N27/143,OP,36,72,2.0,2,False
0411,N27/150,OP,36,72,2.0,2,False
0411,N27/183,OP,72,72,1.0,1,False
0411,N27/185,OP,36,72,2.0,2,False
0411,N27/186,OP,72,72,1.0,1,False
0411,N27/197,OP,36,72,2.0,2,False
0411,N27/287,OP,72,72,1.0,1,False
0411,N27/030,PM,96,96,1.0,1,False
0411,N27/137,PM,96,96,1.0,1,False
0411,N27/142,PM,48,96,2.0,2,False
0411,N27/143,PM,48,96,2.0,2,False
0411,N27/150,PM,48,96,2.0,2,False
0411,N27/183,PM,96,96,1.0,1,False
0411,N27/185,PM,48,96,2.0,2,False
0411,N27/186,PM,96,96,1.0,1,False
0411,N27/197,PM,48,96,2.0,2,False
0411,N27/287,PM,96,96,1.0,1,False
0412,N27/031,AM,104,104,1.0,1,False
0412,N27/038,AM,104,104,1.0,1,False
0412,N27/067,AM,52,104,2.0,2,False
0412,N27/068,AM,104,104,1.0,1,False
0412,N27/134,AM,104,104,1.0,1,False
0412,N27/138,AM,104,104,1.0,1,False
0412,N27/188,AM,52,104,2.0,2,False
0412,N27/307,AM,104,104,1.0,1,False
0412,N27/031,OP,104,104,1.0,1,False
0412,N27/038,OP,104,104,1.0,1,False
0412,N27/067,OP,52,104,2.0,2,False
0412,N27/068,OP,104,104,1.0,1,False
0412,N27/134,OP,104,104,1.0,1,False
0412,N27/138,OP,104,104,1.0,1,False
0412,N27/188,OP,52,104,2.0,2,False
0412,N27/307,OP,104,104,1.0,1,False
0412,N27/031,PM,104,104,1.0,1,False
0412,N27/038,PM,104,104,1.0,1,False
0412,N27/067,PM,52,104,2.0,2,False
0412,N27/068,PM,104,104,1.0,1,False
0412,N27/134,PM,104,104,1.0,1,False
0412,N27/138,PM,104,104,1.0,1,False
0412,N27/188,PM,52,104,2.0,2,False
0412,N27/307,PM,104,104,1.0,1,False
0413,N26/008,AM,112,112,1.0,1,False
0413,N26/065,AM,56,112,2.0,2,False
0413,N26/147,AM,112,112,1.0,1,False
0413,N26/168,AM,56,112,2.0,2,False
0413,N26/169,AM,56,112,2.0,2,False
0413,N26/170,AM,56,112,2.0,2,False
0413,N26/178,AM,56,112,2.0,2,False
0413,N26/208,AM,56,112,2.0,2,False
0413,N26/008,OP,104,104,1.0,1,False
0413,N26/065,OP,52,104,2.0,2,False
0413,N26/147,OP,104,104,1.0,1,False
0413,N26/168,OP,104,104,1.0,1,False
0413,N26/169,OP,52,104,2.0,2,False
0413,N26/170,OP,52,104,2.0,2,False
0413,N26/178,OP,52,104,2.0,2,False
0413,N26/208,OP,52,104,2.0,2,False
0413,N26/008,PM,112,112,1.0,1,False
0413,N26/065,PM,56,112,2.0,2,False
0413,N26/147,PM,112,112,1.0,1,False
0413,N26/168,PM,112,112,1.0,1,False
0413,N26/169,PM,56,112,2.0,2,False
0413,N26/170,PM,56,112,2.0,2,False
0413,N26/178,PM,56,112,2.0,2,False
0413,N26/208,PM,56,112,2.0,2,False
0414,N26/078,AM,96,96,1.0,1,False
0414,N26/137,AM,96,96,1.0,1,False
0414,N26/078,OP,96,96,1.0,1,False
0414,N26/137,OP,96,96,1.0,1,False
0414,N26/078,PM,96,96,1.0,1,False
0414,N26/137,PM,96,96,1.0,1,False
0415,N26/062,AM,72,72,1.0,1,False
0415,N26/177,AM,72,72,1.0,1,False
0415,N26/188,AM,72,72,1.0,1,False
0415,N26/062,OP,72,72,1.0,1,False
0415,N26/177,OP,72,72,1.0,1,False
0415,N26/188,OP,72,72,1.0,1,False
0415,N26/062,PM,80,80,1.0,1,False
0415,N26/177,PM,80,80,1.0,1,False
0415,N26/188,PM,80,80,1.0,1,False
0417,N21/001,AM,96,96,1.0,1,False
0417,N21/009,AM,96,96,1.0,1,False
0417,N21/073,AM,96,96,1.0,1,False
0417,N21/097,AM,96,96,1.0,1,False
0417,N21/174,AM,96,96,1.0,1,False
0417,N21/001,OP,96,96,1.0,1,False
0417,N21/009,OP,96,96,1.0,1,False
0417,N21/073,OP,96,96,1.0,1,False
0417,N21/097,OP,96,96,1.0,1,False
0417,N21/174,OP,96,96,1.0,1,False
0417,N21/001,PM,96,96,1.0,1,False
0417,N21/009,PM,96,96,1.0,1,False
0417,N21/073,PM,96,96,1.0,1,False
0417,N21/097,PM,96,96,1.0,1,False
0417,N21/174,PM,96,96,1.0,1,False
0418,N02/188,AM,96,96,1.0,1,False
0418,N02/221,AM,48,96,2.0,2,False
0418,N02/227,AM,48,96,2.0,2,False
0418,N03/187,AM,96,96,1.0,1,False
0418,N02/188,OP,96,96,1.0,1,False
0418,N02/221,OP,48,96,2.0,2,False
0418,N02/227,OP,48,96,2.0,2,False
0418,N03/187,OP,96,96,1.0,1,False
0418,N02/188,PM,96,96,1.0,1,False
0418,N02/221,PM,48,96,2.0,2,False
0418,N02/227,PM,48,96,2.0,2,False
0418,N03/187,PM,96,96,1.0,1,False
0419,N06/034,AM,80,80,1.0,1,False
0419,N06/035,AM,80,80,1.0,1,False
0419,N06/080,AM,80,80,1.0,1,False
0419,N06/270,AM,80,80,1.0,1,False
0419,N06/278,AM,80,80,1.0,1,False
0419,N06/034,OP,80,80,1.0,1,False
0419,N06/035,OP,80,80,1.0,1,False
0419,N06/080,OP,80,80,1.0,1,False
0419,N06/270,OP,80,80,1.0,1,False
0419,N06/278,OP,80,80,1.0,1,False
0419,N06/034,PM,80,80,1.0,1,False
0419,N06/035,PM,80,80,1.0,1,False
0419,N06/080,PM,80,80,1.0,1,False
0419,N06/270,PM,80,80,1.0,1,False
0419,N06/278,PM,80,80,1.0,1,False
0420,N12/008,AM,104,104,1.0,1,False
0420,N12/011,AM,104,104,1.0,1,False
0420,N12/008,OP,96,96,1.0,1,False
0420,N12/011,OP,96,96,1.0,1,False
0420,N12/008,PM,96,96,1.0,1,False
0420,N12/011,PM,96,96,1.0,1,False
0421,N01/011,AM,104,104,1.0,1,False
0421,N01/012,AM,104,104,1.0,1,False
0421,N01/574,AM,104,104,1.0,1,False
0421,N12/004,AM,104,104,1.0,1,False
0421,N12/068,AM,104,104,1.0,1,False
0421,N12/089,AM,52,104,2.0,2,False
0421,N12/090,AM,52,104,2.0,2,False
0421,N12/110,AM,52,104,2.0,2,False
0421,N12/111,AM,52,104,2.0,2,False
0421,N12/112,AM,104,104,1.0,1,False
0421,N12/114,AM,104,104,1.0,1,False
0421,N12/118,AM,104,104,1.0,1,False
0421,N12/129,AM,52,104,2.0,2,False
0421,N12/130,AM,52,104,2.0,2,False
0421,N12/136,AM,104,104,1.0,1,False
0421,N01/011,OP,120,120,1.0,1,False
0421,N01/012,OP,120,120,1.0,1,False
0421,N01/574,OP,120,120,1.0,1,False
0421,N12/004,OP,120,120,1.0,1,False
0421,N12/068,OP,120,120,1.0,1,False
0421,N12/089,OP,60,120,2.0,2,False
0421,N12/090,OP,60,120,2.0,2,False
0421,N12/110,OP,60,120,2.0,2,False
0421,N12/111,OP,60,120,2.0,2,False
0421,N12/112,OP,120,120,1.0,1,False
0421,N12/114,OP,120,120,1.0,1,False
0421,N12/118,OP,120,120,1.0,1,False
0421,N12/129,OP,60,120,2.0,2,False
0421,N12/130,OP,60,120,2.0,2,False
0421,N12/136,OP,120,120,1.0,1,False
0421,N01/011,PM,120,120,1.0,1,False
0421,N01/012,PM,120,120,1.0,1,False
0421,N01/574,PM,120,120,1.0,1,False
0421,N12/004,PM,120,120,1.0,1,False
0421,N12/068,PM,120,120,1.0,1,False
0421,N12/089,PM,60,120,2.0,2,False
0421,N12/090,PM,60,120,2.0,2,False
0421,N12/110,PM,60,120,2.0,2,False
0421,N12/111,PM,60,120,2.0,2,False
0421,N12/112,PM,120,120,1.0,1,False
0421,N12/114,PM,120,120,1.0,1,False
0421,N12/118,PM,120,120,1.0,1,False
0421,N12/129,PM,60,120,2.0,2,False
0421,N12/130,PM,60,120,2.0,2,False
0421,N12/136,PM,120,120,1.0,1,False
0423,N05/030,AM,96,96,1.0,1,False
0423,N05/030,OP,96,96,1.0,1,False
0423,N05/030,PM,96,96,1.0,1,False
0424,N05/366,AM,56,56,1.0,1,False
0424,N05/366,OP,56,56,1.0,1,False
0424,N05/366,PM,56,56,1.0,1,False
0425,N26/153,AM,88,88,1.0,1,False
0425,N26/214,AM,88,88,1.0,1,False
0425,N26/153,OP,72,72,1.0,1,False
0425,N26/214,OP,72,72,1.0,1,False
0425,N26/153,PM,88,88,1.0,1,False
0425,N26/214,PM,88,88,1.0,1,False
0426,N24/012,AM,96,96,1.0,1,False
0426,N24/064,AM,96,96,1.0,1,False
0426,N24/129,AM,48,96,2.0,2,False
0426,N24/130,AM,48,96,2.0,2,False
0426,N24/012,OP,96,96,1.0,1,False
0426,N24/064,OP,96,96,1.0,1,False
0426,N24/129,OP,48,96,2.0,2,False
0426,N24/130,OP,48,96,2.0,2,False
0426,N24/012,PM,96,96,1.0,1,False
0426,N24/064,PM,96,96,1.0,1,False
0426,N24/129,PM,48,96,2.0,2,False
0426,N24/130,PM,48,96,2.0,2,False
0427,N28/027,AM,96,96,1.0,1,False
0427,N28/146,AM,96,96,1.0,1,False
0427,N28/027,OP,88,88,1.0,1,False
0427,N28/146,OP,88,88,1.0,1,False
0427,N28/027,PM,96,96,1.0,1,False
0427,N28/146,PM,96,96,1.0,1,False
0428,N25/112,AM,72,72,1.0,1,False
0428,N25/113,AM,72,72,1.0,1,False
0428,N25/114,AM,72,72,1.0,1,False
0428,N25/115,AM,72,72,1.0,1,False
0428,N25/112,OP,64,64,1.0,1,False
0428,N25/113,OP,64,64,1.0,1,False
0428,N25/114,OP,64,64,1.0,1,False
0428,N25/115,OP,64,64,1.0,1,False
0428,N25/112,PM,72,72,1.0,1,False
0428,N25/113,PM,72,72,1.0,1,False
0428,N25/114,PM,72,72,1.0,1,False
0428,N25/115,PM,72,72,1.0,1,False
0429,N10/022,AM,104,104,1.0,1,False
0429,N10/286,AM,52,104,2.0,2,False
0429,N10/022,OP,72,72,1.0,1,False
0429,N10/286,OP,36,72,2.0,2,False
0429,N10/022,PM,88,88,1.0,1,False
0429,N10/286,PM,44,88,2.0,2,False
0430,N23/034,AM,104,104,1.0,1,False
0430,N23/123,AM,52,104,2.0,2,False
0430,N23/034,OP,72,72,1.0,1,False
0430,N23/123,OP,72,72,1.0,1,False
0430,N23/034,PM,120,120,1.0,1,False
0430,N23/123,PM,60,120,2.0,2,False
0431,N20/099,AM,40,80,2.0,2,False
0431,N20/124,AM,80,80,1.0,1,False
0431,N20/125,AM,80,80,1.0,1,False
0431,N20/099,OP,44,88,2.0,2,False
0431,N20/124,OP,88,88,1.0,1,False
0431,N20/125,OP,88,88,1.0,1,False
0431,N20/099,PM,44,88,2.0,2,False
0431,N20/124,PM,88,88,1.0,1,False
0431,N20/125,PM,88,88,1.0,1,False
0432,N06/031,AM,120,120,1.0,1,False
0432,N06/197,AM,60,120,2.0,2,False
0432,N06/198,AM,60,120,2.0,2,False
0432,N06/204,AM,120,120,1.0,1,False
0432,N06/329,AM,60,120,2.0,2,False
0432,N06/349,AM,120,120,1.0,1,False
0432,N06/031,OP,120,120,1.0,1,False
0432,N06/197,OP,60,120,2.0,2,False
0432,N06/198,OP,60,120,2.0,2,False
0432,N06/204,OP,120,120,1.0,1,False
0432,N06/329,OP,60,120,2.0,2,False
0432,N06/349,OP,120,120,1.0,1,False
0432,N06/031,PM,120,120,1.0,1,False
0432,N06/197,PM,60,120,2.0,2,False
0432,N06/198,PM,60,120,2.0,2,False
0432,N06/204,PM,120,120,1.0,1,False
0432,N06/329,PM,60,120,2.0,2,False
0432,N06/349,PM,120,120,1.0,1,False
0433,N20/139,AM,40,40,1.0,1,False
0433,N20/140,AM,40,40,1.0,1,False
0433,N20/139,OP,40,40,1.0,1,False
0433,N20/140,OP,40,40,1.0,1,False
0433,N20/139,PM,40,40,1.0,1,False
0433,N20/140,PM,40,40,1.0,1,False
0434,N18/141,AM,40,40,1.0,1,False
0434,N18/142,AM,40,40,1.0,1,False
0434,N18/143,AM,40,40,1.0,1,False
0434,N18/147,AM,40,40,1.0,1,False
0434,N18/148,AM,40,40,1.0,1,False
0434,N18/141,OP,40,40,1.0,1,False
0434,N18/142,OP,40,40,1.0,1,False
0434,N18/143,OP,40,40,1.0,1,False
0434,N18/147,OP,40,40,1.0,1,False
0434,N18/148,OP,40,40,1.0,1,False
0434,N18/141,PM,40,40,1.0,1,False
0434,N18/142,PM,40,40,1.0,1,False
0434,N18/143,PM,40,40,1.0,1,False
0434,N18/147,PM,40,40,1.0,1,False
0434,N18/148,PM,40,40,1.0,1,False
0435,N18/102,AM,96,96,1.0,1,False
0435,N18/103,AM,96,96,1.0,1,False
0435,N18/106,AM,96,96,1.0,1,False
0435,N18/107,AM,96,96,1.0,1,False
0435,N18/109,AM,96,96,1.0,1,False
0435,N18/102,OP,80,80,1.0,1,False
0435,N18/103,OP,80,80,1.0,1,False
0435,N18/106,OP,80,80,1.0,1,False
0435,N18/107,OP,80,80,1.0,1,False
0435,N18/109,OP,80,80,1.0,1,False
0435,N18/102,PM,96,96,1.0,1,False
0435,N18/103,PM,96,96,1.0,1,False
0435,N18/106,PM,96,96,1.0,1,False
0435,N18/107,PM,96,96,1.0,1,False
0435,N18/109,PM,96,96,1.0,1,False
0436,N18/135,AM,60,60,1.0,1,False
0436,N18/137,AM,60,60,1.0,1,False
0436,N18/135,OP,56,56,1.0,1,False
0436,N18/137,OP,56,56,1.0,1,False
0436,N18/135,PM,56,56,1.0,1,False
0436,N18/137,PM,56,56,1.0,1,False
0437,N06/061,AM,104,104,1.0,1,False
0437,N06/092,AM,52,104,2.0,2,False
0437,N06/093,AM,52,104,2.0,2,False
0437,N06/061,OP,96,96,1.0,1,False
0437,N06/092,OP,48,96,2.0,2,False
0437,N06/093,OP,48,96,2.0,2,False
0437,N06/061,PM,104,104,1.0,1,False
0437,N06/092,PM,52,104,2.0,2,False
0437,N06/093,PM,52,104,2.0,2,False
0438,N26/013,AM,56,56,1.0,1,False
0438,N26/013,OP,56,56,1.0,1,False
0438,N26/013,PM,64,64,1.0,1,False
0439,N32/009,AM,96,96,1.0,1,False
0439,N32/083,AM,96,96,1.0,1,False
0439,N32/009,OP,96,96,1.0,1,False
0439,N32/083,OP,96,96,1.0,1,False
0439,N32/009,PM,96,96,1.0,1,False
0439,N32/083,PM,96,96,1.0,1,False
0440,N14/001,AM,112,112,1.0,1,False
0440,N14/056,AM,56,112,2.0,2,False
0440,N14/001,OP,112,112,1.0,1,False
0440,N14/056,OP,56,112,2.0,2,False
0440,N14/001,PM,112,112,1.0,1,False
0440,N14/056,PM,56,112,2.0,2,False
0442,N02/068,AM,88,88,1.0,1,False
0442,N02/068,OP,88,88,1.0,1,False
0442,N02/068,PM,88,88,1.0,1,False
0443,N06/004,AM,80,80,1.0,1,False
0443,N06/302,AM,80,80,1.0,1,False
0443,N06/304,AM,40,80,2.0,2,False
0443,N06/305,AM,80,80,1.0,1,False
0443,N06/004,OP,80,80,1.0,1,False
0443,N06/302,OP,80,80,1.0,1,False
0443,N06/304,OP,40,80,2.0,2,False
0443,N06/305,OP,80,80,1.0,1,False
0443,N06/004,PM,80,80,1.0,1,False
0443,N06/302,PM,80,80,1.0,1,False
0443,N06/304,PM,40,80,2.0,2,False
0443,N06/305,PM,80,80,1.0,1,False
0446,N11/185,AM,56,56,1.0,1,False
0446,N11/196,AM,56,56,1.0,1,False
0446,N11/185,OP,56,56,1.0,1,False
0446,N11/196,OP,56,56,1.0,1,False
0446,N11/185,PM,56,56,1.0,1,False
0446,N11/196,PM,56,56,1.0,1,False
0448,N04/207,AM,88,88,1.0,1,False
0448,N04/207,OP,88,88,1.0,1,False
0448,N04/207,PM,88,88,1.0,1,False
0449,N05/024,AM,104,104,1.0,1,False
0449,N05/107,AM,104,104,1.0,1,False
0449,N05/222,AM,104,104,1.0,1,False
0449,N05/258,AM,104,104,1.0,1,False
0449,N05/024,OP,104,104,1.0,1,False
0449,N05/107,OP,104,104,1.0,1,False
0449,N05/222,OP,104,104,1.0,1,False
