region_id,node_id,time_period_id,node_cycle_time,region_cycle_time,ratio,single_double_triple,cycle_time_independent
0072,N10/070,AM,52,104,2.0,2,False
0072,N10/136,AM,104,104,1.0,1,False
0072,N10/256,AM,104,104,1.0,1,False
0072,N10/028,OP,96,96,1.0,1,False
0072,N10/029,OP,96,96,1.0,1,False
0072,N10/053,OP,96,96,1.0,1,False
0072,N10/068,OP,96,96,1.0,1,False
0072,N10/070,OP,48,96,2.0,2,False
0072,N10/136,OP,96,96,1.0,1,False
0072,N10/256,OP,96,96,1.0,1,False
0072,N10/028,PM,104,104,1.0,1,False
0072,N10/029,PM,104,104,1.0,1,False
0072,N10/053,PM,104,104,1.0,1,False
0072,N10/068,PM,104,104,1.0,1,False
0072,N10/070,PM,52,104,2.0,2,False
0072,N10/136,PM,104,104,1.0,1,False
0072,N10/256,PM,104,104,1.0,1,False
0073,N24/027,AM,88,88,1.0,1,False
0073,N24/030,AM,88,88,1.0,1,False
0073,N24/033,AM,44,88,2.0,2,False
0073,N24/040,AM,44,88,2.0,2,False
0073,N24/041,AM,44,88,2.0,2,False
0073,N24/061,AM,88,88,1.0,1,False
0073,N24/212,AM,88,88,1.0,1,False
0073,N24/027,OP,80,80,1.0,1,False
0073,N24/030,OP,80,80,1.0,1,False
0073,N24/033,OP,40,80,2.0,2,False
0073,N24/040,OP,40,80,2.0,2,False
0073,N24/041,OP,40,80,2.0,2,False
0073,N24/061,OP,80,80,1.0,1,False
0073,N24/212,OP,80,80,1.0,1,False
0073,N24/027,PM,88,88,1.0,1,False
0073,N24/030,PM,88,88,1.0,1,False
0073,N24/033,PM,44,88,2.0,2,False
0073,N24/040,PM,44,88,2.0,2,False
0073,N24/041,PM,44,88,2.0,2,False
0073,N24/061,PM,88,88,1.0,1,False
0073,N24/212,PM,88,88,1.0,1,False
0074,N22/014,AM,120,120,1.0,1,False
0074,N22/155,AM,60,120,2.0,2,False
0074,N22/248,AM,60,120,2.0,2,False
0074,N22/014,OP,120,120,1.0,1,False
0074,N22/155,OP,60,120,2.0,2,False
0074,N22/248,OP,60,120,2.0,2,False
0074,N22/014,PM,120,120,1.0,1,False
0074,N22/155,PM,60,120,2.0,2,False
0074,N22/248,PM,60,120,2.0,2,False
0075,N22/030,AM,52,104,2.0,2,False
0075,N22/031,AM,52,104,2.0,2,False
0075,N22/069,AM,104,104,1.0,1,False
0075,N22/109,AM,104,104,1.0,1,False
0075,N22/110,AM,104,104,1.0,1,False
0075,N22/124,AM,52,104,2.0,2,False
0075,N22/125,AM,52,104,2.0,2,False
0075,N22/030,OP,52,104,2.0,2,False
0075,N22/031,OP,52,104,2.0,2,False
0075,N22/069,OP,104,104,1.0,1,False
0075,N22/109,OP,104,104,1.0,1,False
0075,N22/110,OP,104,104,1.0,1,False
0075,N22/124,OP,52,104,2.0,2,False
0075,N22/125,OP,52,104,2.0,2,False
0075,N22/030,PM,52,104,2.0,2,False
0075,N22/031,PM,52,104,2.0,2,False
0075,N22/069,PM,104,104,1.0,1,False
0075,N22/109,PM,104,104,1.0,1,False
0075,N22/110,PM,104,104,1.0,1,False
0075,N22/124,PM,52,104,2.0,2,False
0075,N22/125,PM,52,104,2.0,2,False
0076,N10/094,AM,80,80,1.0,1,False
0076,N10/160,AM,80,80,1.0,1,False
0076,N10/163,AM,80,80,1.0,1,False
0076,N10/308,AM,40,80,2.0,2,False
0076,N10/094,OP,80,80,1.0,1,False
0076,N10/160,OP,80,80,1.0,1,False
0076,N10/163,OP,80,80,1.0,1,False
0076,N10/308,OP,40,80,2.0,2,False
0076,N10/094,PM,80,80,1.0,1,False
0076,N10/160,PM,80,80,1.0,1,False
0076,N10/163,PM,80,80,1.0,1,False
0076,N10/308,PM,40,80,2.0,2,False
0077,N09/042,AM,104,104,1.0,1,False
0077,N09/057,AM,104,104,1.0,1,False
0077,N09/058,AM,52,104,2.0,2,False
0077,N09/059,AM,104,104,1.0,1,False
0077,N09/075,AM,104,104,1.0,1,False
0077,N09/081,AM,104,104,1.0,1,False
0077,N09/095,AM,104,104,1.0,1,False
0077,N09/146,AM,104,104,1.0,1,False
0077,N09/147,AM,52,104,2.0,2,False
0077,N09/148,AM,52,104,2.0,2,False
0077,N09/149,AM,52,104,2.0,2,False
0077,N09/151,AM,52,104,2.0,2,False
0077,N09/194,AM,52,104,2.0,2,False
0077,N09/228,AM,52,104,2.0,2,False
0077,N09/229,AM,52,104,2.0,2,False
0077,N09/387,AM,104,104,1.0,1,False
0077,N09/042,OP,104,104,1.0,1,False
0077,N09/057,OP,104,104,1.0,1,False
0077,N09/058,OP,52,104,2.0,2,False
0077,N09/059,OP,104,104,1.0,1,False
0077,N09/075,OP,104,104,1.0,1,False
0077,N09/081,OP,104,104,1.0,1,False
0077,N09/095,OP,104,104,1.0,1,False
0077,N09/146,OP,104,104,1.0,1,False
0077,N09/147,OP,52,104,2.0,2,False
0077,N09/148,OP,52,104,2.0,2,False
0077,N09/149,OP,52,104,2.0,2,False
0077,N09/151,OP,52,104,2.0,2,False
0077,N09/194,OP,52,104,2.0,2,False
0077,N09/228,OP,52,104,2.0,2,False
0077,N09/229,OP,52,104,2.0,2,False
0077,N09/387,OP,104,104,1.0,1,False
0077,N09/042,PM,104,104,1.0,1,False
0077,N09/057,PM,104,104,1.0,1,False
0077,N09/058,PM,52,104,2.0,2,False
0077,N09/059,PM,104,104,1.0,1,False
0077,N09/075,PM,104,104,1.0,1,False
0077,N09/081,PM,104,104,1.0,1,False
0077,N09/095,PM,104,104,1.0,1,False
0077,N09/146,PM,104,104,1.0,1,False
0077,N09/147,PM,52,104,2.0,2,False
0077,N09/148,PM,52,104,2.0,2,False
0077,N09/149,PM,52,104,2.0,2,False
0077,N09/151,PM,52,104,2.0,2,False
0077,N09/194,PM,52,104,2.0,2,False
0077,N09/228,PM,52,104,2.0,2,False
0077,N09/229,PM,52,104,2.0,2,False
0077,N09/387,PM,104,104,1.0,1,False
0078,N23/001,AM,88,88,1.0,1,False
0078,N23/004,AM,88,88,1.0,1,False
0078,N23/011,AM,88,88,1.0,1,False
0078,N23/015,AM,44,88,2.0,2,False
0078,N23/037,AM,44,88,2.0,2,False
0078,N23/047,AM,88,88,1.0,1,False
0078,N23/059,AM,44,88,2.0,2,False
0078,N23/062,AM,88,88,1.0,1,False
0078,N23/063,AM,88,88,1.0,1,False
0078,N23/064,AM,44,88,2.0,2,False
0078,N23/065,AM,88,88,1.0,1,False
0078,N23/066,AM,44,88,2.0,2,False
0078,N23/068,AM,88,88,1.0,1,False
0078,N23/069,AM,44,88,2.0,2,False
0078,N23/071,AM,88,88,1.0,1,False
0078,N23/072,AM,88,88,1.0,1,False
0078,N23/074,AM,88,88,1.0,1,False
0078,N23/075,AM,88,88,1.0,1,False
0078,N23/076,AM,88,88,1.0,1,False
0078,N23/079,AM,88,88,1.0,1,False
0078,N23/080,AM,88,88,1.0,1,False
0078,N23/081,AM,44,88,2.0,2,False
0078,N23/089,AM,44,88,2.0,2,False
0078,N23/143,AM,44,88,2.0,2,False
0078,N23/144,AM,44,88,2.0,2,False
0078,N23/159,AM,88,88,1.0,1,False
0078,N23/160,AM,88,88,1.0,1,False
0078,N23/212,AM,88,88,1.0,1,False
0078,N23/223,AM,44,88,2.0,2,False
0078,N23/224,AM,44,88,2.0,2,False
0078,N23/001,OP,88,88,1.0,1,False
0078,N23/004,OP,88,88,1.0,1,False
0078,N23/011,OP,88,88,1.0,1,False
0078,N23/015,OP,44,88,2.0,2,False
0078,N23/037,OP,44,88,2.0,2,False
0078,N23/047,OP,88,88,1.0,1,False
0078,N23/059,OP,44,88,2.0,2,False
0078,N23/062,OP,88,88,1.0,1,False
0078,N23/063,OP,88,88,1.0,1,False
0078,N23/064,OP,44,88,2.0,2,False
0078,N23/065,OP,88,88,1.0,1,False
0078,N23/066,OP,44,88,2.0,2,False
0078,N23/068,OP,88,88,1.0,1,False
0078,N23/069,OP,44,88,2.0,2,False
0078,N23/071,OP,88,88,1.0,1,False
0078,N23/072,OP,44,88,2.0,2,False
0078,N23/074,OP,44,88,2.0,2,False
0078,N23/075,OP,88,88,1.0,1,False
0078,N23/076,OP,88,88,1.0,1,False
0078,N23/079,OP,44,88,2.0,2,False
0078,N23/080,OP,88,88,1.0,1,False
0078,N23/081,OP,44,88,2.0,2,False
0078,N23/089,OP,44,88,2.0,2,False
0078,N23/143,OP,44,88,2.0,2,False
0078,N23/144,OP,44,88,2.0,2,False
0078,N23/159,OP,88,88,1.0,1,False
0078,N23/160,OP,88,88,1.0,1,False
0078,N23/212,OP,88,88,1.0,1,False
0078,N23/223,OP,44,88,2.0,2,False
0078,N23/224,OP,44,88,2.0,2,False
0078,N23/001,PM,88,88,1.0,1,False
0078,N23/004,PM,88,88,1.0,1,False
0078,N23/011,PM,88,88,1.0,1,False
0078,N23/015,PM,44,88,2.0,2,False
0078,N23/037,PM,44,88,2.0,2,False
0078,N23/047,PM,88,88,1.0,1,False
0078,N23/059,PM,44,88,2.0,2,False
0078,N23/062,PM,88,88,1.0,1,False
0078,N23/063,PM,88,88,1.0,1,False
0078,N23/064,PM,44,88,2.0,2,False
0078,N23/065,PM,88,88,1.0,1,False
0078,N23/066,PM,44,88,2.0,2,False
0078,N23/068,PM,88,88,1.0,1,False
0078,N23/069,PM,44,88,2.0,2,False
0078,N23/071,PM,88,88,1.0,1,False
0078,N23/072,PM,88,88,1.0,1,False
0078,N23/074,PM,88,88,1.0,1,False
0078,N23/075,PM,88,88,1.0,1,False
0078,N23/076,PM,44,88,2.0,2,False
0078,N23/079,PM,88,88,1.0,1,False
0078,N23/080,PM,88,88,1.0,1,False
0078,N23/081,PM,44,88,2.0,2,False
0078,N23/089,PM,44,88,2.0,2,False
0078,N23/143,PM,44,88,2.0,2,False
0078,N23/144,PM,44,88,2.0,2,False
0078,N23/159,PM,88,88,1.0,1,False
0078,N23/160,PM,88,88,1.0,1,False
0078,N23/212,PM,88,88,1.0,1,False
0078,N23/223,PM,44,88,2.0,2,False
0078,N23/224,PM,44,88,2.0,2,False
0079,N19/003,AM,72,72,1.0,1,False
0079,N19/050,AM,72,72,1.0,1,False
0079,N19/069,AM,72,72,1.0,1,False
0079,N19/070,AM,72,72,1.0,1,False
0079,N19/071,AM,72,72,1.0,1,False
0079,N19/091,AM,36,72,2.0,2,False
0079,N19/092,AM,36,72,2.0,2,False
0079,N19/003,OP,72,72,1.0,1,False
0079,N19/050,OP,72,72,1.0,1,False
0079,N19/069,OP,72,72,1.0,1,False
0079,N19/070,OP,72,72,1.0,1,False
0079,N19/071,OP,72,72,1.0,1,False
0079,N19/091,OP,36,72,2.0,2,False
0079,N19/092,OP,36,72,2.0,2,False
0079,N19/003,PM,72,72,1.0,1,False
0079,N19/050,PM,72,72,1.0,1,False
0079,N19/069,PM,72,72,1.0,1,False
0079,N19/070,PM,72,72,1.0,1,False
0079,N19/071,PM,72,72,1.0,1,False
0079,N19/091,PM,36,72,2.0,2,False
0079,N19/092,PM,72,72,1.0,1,False
0080,N09/072,AM,104,104,1.0,1,False
0080,N09/073,AM,104,104,1.0,1,False
0080,N09/074,AM,104,104,1.0,1,False
0080,N09/119,AM,104,104,1.0,1,False
0080,N09/234,AM,104,104,1.0,1,False
0080,N09/256,AM,52,104,2.0,2,False
0080,N09/328,AM,104,104,1.0,1,False
0080,N09/352,AM,104,104,1.0,1,False
0080,N09/353,AM,52,104,2.0,2,False
0080,N09/383,AM,52,104,2.0,2,False
0080,N09/404,AM,52,104,2.0,2,False
0080,N10/275,AM,52,104,2.0,2,False
0080,N09/072,OP,104,104,1.0,1,False
0080,N09/073,OP,104,104,1.0,1,False
0080,N09/074,OP,104,104,1.0,1,False
0080,N09/119,OP,104,104,1.0,1,False
0080,N09/234,OP,104,104,1.0,1,False
0080,N09/256,OP,52,104,2.0,2,False
0080,N09/328,OP,104,104,1.0,1,False
0080,N09/352,OP,104,104,1.0,1,False
0080,N09/353,OP,52,104,2.0,2,False
0080,N09/383,OP,52,104,2.0,2,False
0080,N09/404,OP,52,104,2.0,2,False
0080,N10/275,OP,52,104,2.0,2,False
0080,N09/072,PM,104,104,1.0,1,False
0080,N09/073,PM,104,104,1.0,1,False
0080,N09/074,PM,104,104,1.0,1,False
0080,N09/119,PM,104,104,1.0,1,False
0080,N09/234,PM,104,104,1.0,1,False
0080,N09/256,PM,52,104,2.0,2,False
0080,N09/328,PM,104,104,1.0,1,False
0080,N09/352,PM,104,104,1.0,1,False
0080,N09/353,PM,52,104,2.0,2,False
0080,N09/383,PM,52,104,2.0,2,False
0080,N09/404,PM,52,104,2.0,2,False
0080,N10/275,PM,52,104,2.0,2,False
0081,N09/017,AM,104,104,1.0,1,False
0081,N09/020,AM,104,104,1.0,1,False
0081,N09/082,AM,104,104,1.0,1,False
0081,N09/084,AM,104,104,1.0,1,False
0081,N09/179,AM,104,104,1.0,1,False
0081,N09/195,AM,52,104,2.0,2,False
0081,N09/208,AM,52,104,2.0,2,False
0081,N09/411,AM,52,104,2.0,2,False
0081,N09/017,OP,104,104,1.0,1,False
0081,N09/020,OP,104,104,1.0,1,False
0081,N09/082,OP,104,104,1.0,1,False
0081,N09/084,OP,104,104,1.0,1,False
0081,N09/179,OP,52,104,2.0,2,False
0081,N09/195,OP,52,104,2.0,2,False
0081,N09/208,OP,52,104,2.0,2,False
0081,N09/411,OP,52,104,2.0,2,False
0081,N09/017,PM,104,104,1.0,1,False
0081,N09/020,PM,104,104,1.0,1,False
0081,N09/082,PM,104,104,1.0,1,False
0081,N09/084,PM,104,104,1.0,1,False
0081,N09/179,PM,52,104,2.0,2,False
0081,N09/195,PM,52,104,2.0,2,False
0081,N09/208,PM,52,104,2.0,2,False
0081,N09/411,PM,52,104,2.0,2,False
0082,N10/039,AM,96,96,1.0,1,False
0082,N10/041,AM,96,96,1.0,1,False
0082,N10/077,AM,40,96,2.4,1,True
0082,N10/087,AM,40,96,2.4,1,True
0082,N10/128,AM,48,96,2.0,2,False
0082,N10/277,AM,48,96,2.0,2,False
0082,N10/039,OP,96,96,1.0,1,False
0082,N10/041,OP,96,96,1.0,1,False
0082,N10/077,OP,40,96,2.4,1,True
0082,N10/087,OP,40,96,2.4,1,True
0082,N10/128,OP,48,96,2.0,2,False
0082,N10/277,OP,48,96,2.0,2,False
0082,N10/039,PM,96,96,1.0,1,False
0082,N10/041,PM,96,96,1.0,1,False
0082,N10/077,PM,40,96,2.4,1,True
0082,N10/087,PM,40,96,2.4,1,True
0082,N10/128,PM,48,96,2.0,2,False
0082,N10/277,PM,48,96,2.0,2,False
0083,N04/261,AM,80,80,1.0,1,False
0083,N04/261,OP,80,80,1.0,1,False
0083,N04/261,PM,80,80,1.0,1,False
0084,N09/047,AM,96,96,1.0,1,False
0084,N09/048,AM,96,96,1.0,1,False
0084,N09/079,AM,96,96,1.0,1,False
0084,N09/080,AM,96,96,1.0,1,False
0084,N09/180,AM,48,96,2.0,2,False
0084,N09/047,OP,96,96,1.0,1,False
0084,N09/048,OP,96,96,1.0,1,False
0084,N09/079,OP,96,96,1.0,1,False
0084,N09/080,OP,48,96,2.0,2,False
0084,N09/180,OP,48,96,2.0,2,False
0084,N09/047,PM,104,104,1.0,1,False
0084,N09/048,PM,104,104,1.0,1,False
0084,N09/079,PM,104,104,1.0,1,False
0084,N09/080,PM,52,104,2.0,2,False
0084,N09/180,PM,52,104,2.0,2,False
0085,N08/214,AM,40,80,2.0,2,False
0085,N09/050,AM,80,80,1.0,1,False
0085,N09/062,AM,80,80,1.0,1,False
0085,N08/214,OP,72,72,1.0,1,False
0085,N09/050,OP,72,72,1.0,1,False
0085,N09/062,OP,72,72,1.0,1,False
0085,N08/214,PM,44,88,2.0,2,False
0085,N09/050,PM,88,88,1.0,1,False
0085,N09/062,PM,88,88,1.0,1,False
0087,N07/121,AM,60,60,1.0,1,False
0087,N07/122,AM,60,60,1.0,1,False
0087,N07/123,AM,60,60,1.0,1,False
0087,N07/124,AM,60,60,1.0,1,False
0087,N07/125,AM,60,60,1.0,1,False
0087,N07/121,OP,40,40,1.0,1,False
0087,N07/122,OP,40,40,1.0,1,False
0087,N07/123,OP,40,40,1.0,1,False
0087,N07/124,OP,40,40,1.0,1,False
0087,N07/125,OP,40,40,1.0,1,False
0087,N07/121,PM,60,60,1.0,1,False
0087,N07/122,PM,60,60,1.0,1,False
0087,N07/123,PM,60,60,1.0,1,False
0087,N07/124,PM,60,60,1.0,1,False
0087,N07/125,PM,60,60,1.0,1,False
0088,N07/015,AM,72,72,1.0,1,False
0088,N07/029,AM,72,72,1.0,1,False
0088,N07/030,AM,72,72,1.0,1,False
0088,N07/031,AM,72,72,1.0,1,False
0088,N07/034,AM,72,72,1.0,1,False
0088,N07/079,AM,72,72,1.0,1,False
0088,N07/080,AM,36,72,2.0,2,False
0088,N07/156,AM,72,72,1.0,1,False
0088,N07/163,AM,72,72,1.0,1,False
0088,N07/165,AM,36,72,2.0,2,False
0088,N07/177,AM,36,72,2.0,2,False
0088,N07/188,AM,36,72,2.0,2,False
0088,N07/015,OP,72,72,1.0,1,False
0088,N07/029,OP,72,72,1.0,1,False
0088,N07/030,OP,72,72,1.0,1,False
0088,N07/031,OP,72,72,1.0,1,False
0088,N07/034,OP,72,72,1.0,1,False
0088,N07/079,OP,36,72,2.0,2,False
0088,N07/080,OP,36,72,2.0,2,False
0088,N07/156,OP,72,72,1.0,1,False
0088,N07/163,OP,72,72,1.0,1,False
0088,N07/165,OP,36,72,2.0,2,False
0088,N07/177,OP,36,72,2.0,2,False
0088,N07/188,OP,36,72,2.0,2,False
0088,N07/015,PM,72,72,1.0,1,False
0088,N07/029,PM,72,72,1.0,1,False
0088,N07/030,PM,72,72,1.0,1,False
0088,N07/031,PM,72,72,1.0,1,False
0088,N07/034,PM,72,72,1.0,1,False
0088,N07/079,PM,36,72,2.0,2,False
0088,N07/080,PM,36,72,2.0,2,False
0088,N07/156,PM,72,72,1.0,1,False
0088,N07/163,PM,72,72,1.0,1,False
0088,N07/165,PM,36,72,2.0,2,False
0088,N07/177,PM,36,72,2.0,2,False
0088,N07/188,PM,36,72,2.0,2,False
0089,N03/095,AM,88,88,1.0,1,False
0089,N31/004,AM,88,88,1.0,1,False
0089,N03/095,OP,88,88,1.0,1,False
0089,N31/004,OP,88,88,1.0,1,False
0089,N03/095,PM,88,88,1.0,1,False
0089,N31/004,PM,88,88,1.0,1,False
0090,N24/015,AM,96,96,1.0,1,False
0090,N24/016,AM,96,96,1.0,1,False
0090,N24/042,AM,96,96,1.0,1,False
0090,N24/057,AM,96,96,1.0,1,False
0090,N24/058,AM,96,96,1.0,1,False
0090,N24/060,AM,48,96,2.0,2,False
0090,N24/062,AM,48,96,2.0,2,False
0090,N24/162,AM,96,96,1.0,1,False
0090,N24/163,AM,96,96,1.0,1,False
0090,N24/191,AM,48,96,2.0,2,False
0090,N24/015,OP,96,96,1.0,1,False
0090,N24/016,OP,96,96,1.0,1,False
0090,N24/042,OP,96,96,1.0,1,False
0090,N24/057,OP,96,96,1.0,1,False
0090,N24/058,OP,96,96,1.0,1,False
0090,N24/060,OP,48,96,2.0,2,False
0090,N24/062,OP,48,96,2.0,2,False
0090,N24/162,OP,96,96,1.0,1,False
0090,N24/163,OP,96,96,1.0,1,False
0090,N24/191,OP,48,96,2.0,2,False
0090,N24/015,PM,96,96,1.0,1,False
0090,N24/016,PM,96,96,1.0,1,False
0090,N24/042,PM,96,96,1.0,1,False
0090,N24/057,PM,96,96,1.0,1,False
0090,N24/058,PM,96,96,1.0,1,False
0090,N24/060,PM,48,96,2.0,2,False
0090,N24/062,PM,48,96,2.0,2,False
0090,N24/162,PM,96,96,1.0,1,False
0090,N24/163,PM,96,96,1.0,1,False
0090,N24/191,PM,48,96,2.0,2,False
0091,N22/011,AM,112,112,1.0,1,False
0091,N22/055,AM,56,112,2.0,2,False
0091,N22/056,AM,56,112,2.0,2,False
0091,N22/105,AM,112,112,1.0,1,False
0091,N22/113,AM,56,112,2.0,2,False
0091,N22/114,AM,56,112,2.0,2,False
0091,N22/115,AM,56,112,2.0,2,False
0091,N22/116,AM,112,112,1.0,1,False
0091,N22/117,AM,56,112,2.0,2,False
0091,N22/118,AM,56,112,2.0,2,False
0091,N22/119,AM,56,112,2.0,2,False
0091,N22/120,AM,56,112,2.0,2,False
0091,N22/122,AM,56,112,2.0,2,False
0091,N22/146,AM,112,112,1.0,1,False
0091,N22/147,AM,56,112,2.0,2,False
0091,N22/174,AM,56,112,2.0,2,False
0091,N22/188,AM,56,112,2.0,2,False
0091,N22/011,OP,112,112,1.0,1,False
0091,N22/055,OP,56,112,2.0,2,False
0091,N22/056,OP,56,112,2.0,2,False
0091,N22/105,OP,56,112,2.0,2,False
0091,N22/113,OP,56,112,2.0,2,False
0091,N22/114,OP,56,112,2.0,2,False
0091,N22/115,OP,56,112,2.0,2,False
0091,N22/116,OP,112,112,1.0,1,False
0091,N22/117,OP,56,112,2.0,2,False
0091,N22/118,OP,56,112,2.0,2,False
0091,N22/119,OP,56,112,2.0,2,False
0091,N22/120,OP,56,112,2.0,2,False
0091,N22/122,OP,56,112,2.0,2,False
0091,N22/146,OP,112,112,1.0,1,False
0091,N22/147,OP,56,112,2.0,2,False
0091,N22/174,OP,56,112,2.0,2,False
0091,N22/188,OP,56,112,2.0,2,False
0091,N22/011,PM,112,112,1.0,1,False
0091,N22/055,PM,56,112,2.0,2,False
0091,N22/056,PM,56,112,2.0,2,False
0091,N22/105,PM,56,112,2.0,2,False
0091,N22/113,PM,56,112,2.0,2,False
0091,N22/114,PM,56,112,2.0,2,False
0091,N22/115,PM,56,112,2.0,2,False
0091,N22/116,PM,112,112,1.0,1,False
0091,N22/117,PM,56,112,2.0,2,False
0091,N22/118,PM,56,112,2.0,2,False
0091,N22/119,PM,56,112,2.0,2,False
0091,N22/120,PM,56,112,2.0,2,False
0091,N22/122,PM,56,112,2.0,2,False
0091,N22/146,PM,112,112,1.0,1,False
0091,N22/147,PM,56,112,2.0,2,False
0091,N22/174,PM,56,112,2.0,2,False
0091,N22/188,PM,56,112,2.0,2,False
0092,N20/018,AM,72,72,1.0,1,False
0092,N20/092,AM,72,72,1.0,1,False
0092,N20/104,AM,72,72,1.0,1,False
0092,N20/018,OP,72,72,1.0,1,False
0092,N20/092,OP,72,72,1.0,1,False
0092,N20/104,OP,72,72,1.0,1,False
0092,N20/018,PM,72,72,1.0,1,False
0092,N20/092,PM,72,72,1.0,1,False
0092,N20/104,PM,72,72,1.0,1,False
0093,N07/026,AM,104,104,1.0,1,False
0093,N07/027,AM,104,104,1.0,1,False
0093,N07/070,AM,52,104,2.0,2,False
0093,N07/071,AM,52,104,2.0,2,False
0093,N07/211,AM,52,104,2.0,2,False
0093,N07/212,AM,52,104,2.0,2,False
0093,N07/026,OP,104,104,1.0,1,False
0093,N07/027,OP,104,104,1.0,1,False
0093,N07/070,OP,52,104,2.0,2,False
0093,N07/071,OP,52,104,2.0,2,False
0093,N07/211,OP,52,104,2.0,2,False
0093,N07/212,OP,52,104,2.0,2,False
0093,N07/026,PM,104,104,1.0,1,False
0093,N07/027,PM,104,104,1.0,1,False
0093,N07/070,PM,52,104,2.0,2,False
0093,N07/071,PM,52,104,2.0,2,False
0093,N07/211,PM,52,104,2.0,2,False
0093,N07/212,PM,52,104,2.0,2,False
0094,N20/007,AM,44,88,2.0,2,False
0094,N20/026,AM,88,88,1.0,1,False
0094,N20/007,OP,80,80,1.0,1,False
0094,N20/026,OP,80,80,1.0,1,False
0094,N20/007,PM,44,88,2.0,2,False
0094,N20/026,PM,88,88,1.0,1,False
01/477_NO_GROUP,N01/477,OP,56,56,1.0,1,False
01/624_NO_GROUP,N01/624,OP,56,56,1.0,1,False
01/855_NO_GROUP,N01/855,AM,80,80,1.0,1,False
01/855_NO_GROUP,N01/855,OP,80,80,1.0,1,False
01/855_NO_GROUP,N01/855,PM,80,80,1.0,1,False
01/859_NO_GROUP,N01/859,AM,64,64,1.0,1,False
01/859_NO_GROUP,N01/859,OP,64,64,1.0,1,False
01/859_NO_GROUP,N01/859,PM,64,64,1.0,1,False
01/860_NO_GROUP,N01/860,AM,64,64,1.0,1,False
01/860_NO_GROUP,N01/860,OP,64,64,1.0,1,False
01/860_NO_GROUP,N01/860,PM,64,64,1.0,1,False
0100,N00/107,AM,48,88,1.8333333333333333,1,True
0100,N01/404,AM,44,88,2.0,2,False
0100,N05/284,AM,52,88,1.6923076923076923,1,True
0100,N07/008,AM,88,88,1.0,1,False
0100,N07/084,AM,44,88,2.0,2,False
0100,N08/012,AM,104,88,0.8461538461538461,1,True
0100,N12/195,AM,48,88,1.8333333333333333,1,True
0100,N18/061,AM,96,88,0.9166666666666666,1,True
0100,N00/107,OP,48,88,1.8333333333333333,1,True
0100,N01/404,OP,44,88,2.0,2,False
0100,N05/284,OP,52,88,1.6923076923076923,1,True
0100,N07/008,OP,88,88,1.0,1,False
0100,N07/084,OP,44,88,2.0,2,False
0100,N08/012,OP,104,88,0.8461538461538461,1,True
0100,N12/195,OP,44,88,2.0,2,False
0100,N18/061,OP,96,88,0.9166666666666666,1,True
0100,N00/107,PM,48,88,1.8333333333333333,1,True
0100,N01/404,PM,44,88,2.0,2,False
0100,N05/284,PM,52,88,1.6923076923076923,1,True
0100,N07/008,PM,88,88,1.0,1,False
0100,N07/084,PM,44,88,2.0,2,False
0100,N08/012,PM,104,88,0.8461538461538461,1,True
0100,N12/195,PM,48,88,1.8333333333333333,1,True
0100,N18/061,PM,96,88,0.9166666666666666,1,True
0101,N23/054,AM,60,60,1.0,1,False
0101,N23/055,AM,60,60,1.0,1,False
0101,N23/056,AM,60,60,1.0,1,False
0101,N23/057,AM,60,60,1.0,1,False
0101,N23/077,AM,60,60,1.0,1,False
0101,N23/078,AM,60,60,1.0,1,False
0101,N23/174,AM,60,60,1.0,1,False
0101,N23/175,AM,60,60,1.0,1,False
0101,N23/054,OP,48,60,1.25,1,True
0101,N23/055,OP,60,60,1.0,1,False
0101,N23/056,OP,60,60,1.0,1,False
0101,N23/057,OP,60,60,1.0,1,False
0101,N23/077,OP,60,60,1.0,1,False
0101,N23/078,OP,60,60,1.0,1,False
0101,N23/174,OP,60,60,1.0,1,False
0101,N23/175,OP,60,60,1.0,1,False
0101,N23/054,PM,60,60,1.0,1,False
0101,N23/055,PM,60,60,1.0,1,False
0101,N23/056,PM,60,60,1.0,1,False
0101,N23/057,PM,60,60,1.0,1,False
0101,N23/077,PM,60,60,1.0,1,False
0101,N23/078,PM,60,60,1.0,1,False
0101,N23/174,PM,60,60,1.0,1,False
0101,N23/175,PM,60,60,1.0,1,False
0102,N25/116,AM,60,60,1.0,1,False
0102,N25/117,AM,60,60,1.0,1,False
0102,N25/120,AM,60,60,1.0,1,False
0102,N25/121,AM,60,60,1.0,1,False
0102,N25/123,AM,60,60,1.0,1,False
0102,N25/124,AM,60,60,1.0,1,False
0102,N25/263,AM,60,60,1.0,1,False
0102,N25/116,OP,60,60,1.0,1,False
0102,N25/117,OP,60,60,1.0,1,False
0102,N25/120,OP,60,60,1.0,1,False
0102,N25/121,OP,60,60,1.0,1,False
0102,N25/123,OP,60,60,1.0,1,False
0102,N25/124,OP,60,60,1.0,1,False
0102,N25/263,OP,60,60,1.0,1,False
0102,N25/116,PM,60,60,1.0,1,False
0102,N25/117,PM,60,60,1.0,1,False
0102,N25/120,PM,60,60,1.0,1,False
0102,N25/121,PM,60,60,1.0,1,False
0102,N25/123,PM,60,60,1.0,1,False
0102,N25/124,PM,60,60,1.0,1,False
0102,N25/263,PM,60,60,1.0,1,False
0103,N28/014,AM,96,96,1.0,1,False
0103,N28/015,AM,96,96,1.0,1,False
0103,N28/149,AM,48,96,2.0,2,False
0103,N28/156,AM,96,96,1.0,1,False
