controller_key,phase_ref,turn,saturn_a_node,saturn_b_node,saturn_c_node
02/026,D,1,70700,70001,70241

02/027,A,1,14261,14813,14535
02/027,B,1,14026,14813,14264

02/027,C,1,14261,14813,14264
02/027,C,2,14261,14813,14535
02/027,E,1,14268,14264,14265
02/027,E,2,14264,14813,14261
02/027,E,3,14264,14813,14535
02/027,F,1,14813,14264,14268
02/027,F,2,14813,14264,14265
02/027,G,1,14026,14813,14261
02/028,A,1,14175,14188,14187
02/028,A,2,14175,14188,14175
02/028,B,1,14200,14187,14207
02/028,B,2,14200,14187,14188
02/028,C,1,14187,14188,14175
02/028,D,1,14187,14188,14175
02/028,E,1,14188,14187,14207
02/028,E,2,14188,14187,14200
02/028,E,3,14188,14187,14404
02/028,F,1,14188,14187,14207
02/028,G,1,14404,14187,14207
02/028,G,2,14404,14187,14200
02/028,G,3,14404,14187,14188
02/028,H,1,14207,14187,14200
02/028,H,2,14207,14187,14188
02/028,H,3,14207,14187,14404
02/028,I,1,14175,14188,14187
02/029,A,1,14188,14175,14727
02/029,A,2,14188,14175,14206
02/029,B,1,14727,14175,14406
02/029,B,2,14727,14175,14188
02/029,C,1,14406,14175,14727
02/029,C,2,14406,14175,14206
02/029,D,1,14206,14175,14727
02/029,D,2,14206,14175,14406
02/029,D,3,14206,14175,14188
02/030,A,1,14998,14169,14095
02/030,B,1,14095,14169,14998
02/030,C,1,14587,14169,14998
02/030,D,1,14587,14169,14095
02/031,A,1,14205,14095,14094
02/031,A,2,14205,14095,14169
02/031,B,1,14169,14095,14205
02/031,C,1,14169,14095,14094
02/032,A,1,14218,14155,14158
02/032,C,1,14157,14155,14156
02/032,D,1,14157,14155,14158
02/032,K,1,14157,14155,14218
02/033,A,1,14212,14683,14631
02/033,B,1,14631,14683,14212
02/033,D,1,14654,14212,14686
02/034,A,1,14065,14073,14688
02/034,A,2,14065,14073,15501
02/034,B,1,14688,14073,15502
02/034,B,2,14688,14073,14065
02/034,C,1,15501,14073,14688
02/034,C,2,15501,14073,15502
02/034,D,1,15502,14073,14688
02/034,D,2,15502,14073,15501
02/034,D,3,15502,14073,14065
02/035,A,1,14273,14170,14247
02/035,A,2,14273,14170,14159
02/035,B,1,14247,14170,14159
02/035,B,2,14247,14170,14273
02/035,C,1,14159,14170,14247
02/035,C,2,14159,14170,14273
02/036,A,1,14209,14193,14192
02/036,A,2,14209,14193,14177
02/036,B,1,14192,14193,14177
02/036,B,2,14192,14193,14209
02/036,C,1,14177,14193,14192
02/036,C,2,14177,14193,14209
02/038,A,1,14354,14359,14355
02/038,B,1,14354,14359,14360
02/038,C,1,14360,14359,14355
02/038,D,1,12767,14359,14360
02/038,D,2,12767,14359,14355
02/039,A,1,14199,14168,14022
02/039,B,1,14022,14168,14141
02/039,B,2,14022,14168,14199
02/039,C,1,14228,14168,14141
02/039,C,2,14228,14168,14199
02/040,A,1,14638,14164,14733
02/040,A,2,14638,14164,14074
02/040,B,1,14074,14164,14638
02/040,B,2,14074,14164,14733
02/040,C,1,14733,14164,14638
02/040,C,2,14733,14164,14074
02/040,D,1,14074,14164,14733
02/041,A,1,14664,14238,14152
02/041,A,2,14664,14238,14237
02/041,B,1,14663,14237,14238
02/041,B,2,14663,14237,66591
02/041,C,1,14238,14237,14086
02/041,D,1,14237,14238,14664
02/041,E,1,14237,14238,14152
02/041,F,1,14238,14237,66591
02/041,G,1,14152,14238,14237
02/041,H,1,66591,14237,14238
02/042,A,1,66854,14240,14078
02/042,A,2,66854,14240,14194
02/042,B,1,14194,14240,14078
02/042,B,2,14194,14240,66854
02/042,D,1,14078,14240,66854
02/042,D,2,14078,14240,14194
02/043,A,1,14035,14241,14013
02/043,A,2,14035,14241,14007
02/043,A,3,14035,14241,66873
02/043,B,1,14013,14241,14007
02/043,B,2,14013,14241,66873
02/043,B,3,14013,14241,14035
02/043,C,1,66873,14241,14013
02/043,C,2,66873,14241,14007
02/043,C,3,66873,14241,14035
02/044,A,1,12987,12841,13235
02/044,A,2,12987,12841,14822
02/044,B,1,13235,12841,12987
02/044,B,2,13235,12841,14822
02/044,C,1,14822,12841,13235
02/044,C,2,14822,12841,12987
02/045,A,1,14501,14353,14352
02/045,A,2,14501,14353,14447
02/045,B,1,14447,14353,14501
02/045,C,1,14377,14353,14352
02/045,C,2,14377,14353,14447
02/045,C,3,14377,14353,14501
02/046,B,1,14472,14357,14555
02/046,B,2,14472,14357,14356
02/046,C,1,14356,14357,14555
02/046,C,2,14356,14357,14473
02/046,D,1,14473,14357,14555
02/046,D,2,14473,14357,14356
02/047,A,1,14356,14355,14451
02/047,D,1,14452,14355,14451
02/047,E,1,14359,14355,14451
02/048,A,1,14357,14356,14355
02/048,B,1,14805,14356,14357
02/049,A,1,14109,14110,16177
02/049,B,1,16177,14505,14293
02/049,C,1,16309,14110,16177
02/050,B,1,14497,14580,14280
02/050,C,1,14280,14580,14497
02/052,A,1,14490,14324,14491
02/052,B,1,14491,14324,14490
02/052,B,2,14491,14324,14326
02/052,C,1,14326,14324,14711
02/052,C,2,14326,14324,14491
02/052,C,3,14326,14324,14490
02/054,A,1,14555,14361,14560
02/054,A,2,14555,14361,14380
02/054,B,1,14380,14361,14555
02/054,B,2,14380,14361,14560
02/054,B,3,14380,14361,14554
02/054,D,1,14360,14554,14379
02/054,D,2,14360,14554,14361
02/054,E,1,14554,14361,14555
02/054,E,2,14554,14361,14560
02/054,E,3,14554,14361,14380
02/055,A,1,14445,14344,14436
02/055,A,2,14445,14344,14498
02/055,B,1,14498,14344,14436
02/055,B,2,14498,14344,14445
02/055,C,1,14436,14344,14445
02/055,C,2,14436,14344,14448
02/055,D,1,14448,14344,14436
02/055,D,2,14448,14344,14445
02/058,A,1,14534,14339,14548
02/058,B,1,14425,14548,14532
02/058,B,2,14425,14548,14339
02/058,B,3,14548,14339,14534
02/058,C,1,14773,14339,14548
02/058,D,1,14339,14548,14425
02/058,D,2,14339,14548,14532
02/059,A,1,14323,14319,14553
02/059,B,1,14553,14319,14323
02/059,C,1,14369,14319,14770
02/059,C,2,14369,14319,14323
02/059,C,3,14369,14319,14553
02/060,A,1,14329,14323,14319
02/060,B,1,14319,14323,14746
02/060,B,2,14319,14323,14329
02/060,C,1,14771,14323,14746
02/061,A,1,14534,14426,14345
02/062,A,1,14423,14333,14329
02/062,B,1,14329,14333,14423
02/062,C,1,14370,14333,14423
02/062,C,2,14370,14333,14329
02/063,A,1,14483,14309,14578
02/063,B,1,14343,14309,14544
02/063,C,1,14578,14309,14544
02/063,C,2,14578,14309,14483
02/064,A,1,14410,14299,14768
02/064,B,1,14299,14768,14521
02/064,C,1,14804,14768,14299
02/064,D,1,14521,14768,14299
02/064,H,1,14768,14299,14410
02/064,H,2,14768,14299,14709
02/064,I,1,14709,14299,14410
02/065,A,1,14219,14211,14648
02/065,A,2,14219,14211,14136
02/065,B,1,14136,14211,14648
02/065,B,2,14136,14211,14219
02/065,C,1,14648,14211,14219
02/065,C,2,14648,14211,14136
02/065,F,1,14136,14211,14648
02/067,A,1,14349,14311,14363
02/067,A,2,14349,14311,14318
02/067,A,3,14349,14311,14546
02/067,B,1,14363,14311,14318
02/067,B,2,14363,14311,14546
02/067,B,3,14363,14311,14349
02/067,C,1,14318,14311,14363
02/067,C,2,14318,14311,14546
02/067,C,3,14318,14311,14349
02/067,D,1,14546,14311,14363
02/067,D,2,14546,14311,14318
02/067,D,3,14546,14311,14349
02/068,A,1,14363,14302,14621
02/068,A,2,14363,14302,14623
02/068,B,1,14621,14302,14363
02/068,B,2,14621,14302,14623
02/068,C,1,14623,14302,14363
02/068,C,2,14623,14302,14621
02/069,A,1,14496,14293,14517
02/069,B,1,14505,14293,14517
02/070,A,1,10245,14348,14504
02/070,B,1,10103,14348,14504
02/070,B,2,10103,14348,10204
02/070,C,1,14504,14348,10204
02/071,A,1,10204,10102,10403
02/071,A,2,10204,10102,10402
02/071,B,1,10403,10102,10204
02/071,B,2,10403,10102,10402
02/071,C,1,10402,10102,10403
02/071,C,2,10402,10102,10204
02/071,D,1,10403,10102,10402
02/074,A,1,14650,14137,14759
02/074,B,1,14650,14137,14718
02/074,C,1,14760,14137,14759
02/074,C,2,14760,14137,14650
02/074,C,3,14760,14137,14718
02/074,D,1,14718,14137,14759
02/074,E,1,14137,14718,14217
02/074,E,2,14137,14718,14214
02/074,F,1,14217,14718,14214
02/074,F,2,14217,14718,14137
02/074,G,1,14214,14718,14217
02/074,G,2,14214,14718,14137
02/074,N,1,14760,14137,14650
02/075,A,1,14627,14250,14232
02/075,A,2,14627,14250,14614
02/075,B,1,14614,14250,14627
02/075,B,2,14614,14250,14232
02/075,C,1,14614,14250,14627
02/075,C,2,14614,14250,14232
02/076,A,1,14211,14136,14650
02/076,A,2,14211,14136,15000
02/076,A,3,14211,14136,14690
02/076,B,1,14650,14136,15000
02/076,B,2,14650,14136,14690
02/076,B,3,14650,14136,14211
02/076,C,1,15000,14136,14690
02/076,C,2,15000,14136,14211
02/076,D,1,15000,14136,14650
02/076,E,1,14650,14136,15000
02/077,A,1,14614,14236,15000
02/077,B,1,15000,14236,14614
02/077,C,1,14217,14236,14614
02/077,D,1,14217,14236,15000
02/078,A,1,14431,14331,14330
02/078,B,1,14330,14331,14376
02/078,B,2,14330,14331,14431
02/078,C,1,14376,14331,14330
02/078,C,2,14376,14331,14431
02/078,F,1,14331,14330,14328
02/078,G,1,14328,14330,14331
02/078,H,1,14015,14330,14328
02/078,H,2,14015,14330,14331
02/078,I,1,14331,14330,14015
02/080,A,1,14039,14337,14433
02/080,A,2,14039,14337,14731
02/080,B,1,14433,14337,14039
02/080,B,2,14433,14337,14731
02/080,D,1,14731,14337,14433
02/080,D,2,14731,14337,14039
02/081,A,1,14179,14159,14224
02/081,A,2,14179,14159,14170
02/081,A,3,14179,14159,14160
02/081,B,1,14160,14159,14224
02/081,B,2,14160,14159,14179
02/081,B,3,14160,14159,14170
02/081,C,1,14224,14159,14179
02/081,C,2,14224,14159,14170
02/081,C,3,14224,14159,14160
02/081,D,1,14170,14159,14224
02/081,D,2,14170,14159,14179
02/081,D,3,14170,14159,14160
02/082,A,1,14152,14153,14151
02/082,A,2,14152,14153,14090
02/082,A,3,14152,14153,13512
02/082,B,1,14090,14153,14151
02/082,B,2,14090,14153,14152
02/082,B,3,14090,14153,13512
02/082,C,1,13512,14153,14151
02/082,C,2,13512,14153,14152
02/082,C,3,13512,14153,14090
02/082,D,1,14151,14153,14152
02/082,D,2,14151,14153,14090
02/082,D,3,14151,14153,13512
02/083,A,1,14470,14351,14471
02/083,A,2,14470,14351,14367
02/083,B,1,14471,14351,14470
02/083,B,2,14471,14351,14367
02/083,D,1,14285,14351,14471
02/083,D,2,14285,14351,14367
02/083,E,1,14367,14351,14470
02/083,E,2,14367,14351,14471
02/084,A,1,14912,14132,14716
02/084,B,1,14716,14132,14907
02/084,B,2,14716,14132,14912
02/084,C,1,14651,14132,14907
02/084,C,2,14651,14132,14912
02/084,C,3,14651,14132,14716
02/085,A,1,12510,14291,14773
02/085,A,2,12510,14291,14835
02/085,A,3,12510,14291,14371
02/085,C,1,14371,14291,14773
02/085,C,2,14371,14291,14835
02/085,C,3,14371,14291,12510
02/086,A,1,14462,14334,14465
02/086,B,1,14465,14334,14462
02/086,C,1,14532,14334,14462
02/086,C,2,14532,14334,14465
02/087,A,1,14468,14341,14469
02/087,B,1,14469,14341,14468
02/087,D,1,14573,14341,14469
02/087,D,2,14573,14341,14468
02/088,A,1,14465,14338,14435
02/088,A,2,14465,14338,14466
02/088,B,1,14466,14338,14435
02/088,B,2,14466,14338,14465
02/088,C,1,14534,14338,14435
02/088,C,2,14534,14338,14466
02/088,C,3,14534,14338,14465
02/089,A,1,14832,14325,14572
02/089,A,2,14832,14325,14370
02/089,A,3,14832,14325,14462
02/089,B,1,14462,14325,14572
02/089,B,2,14462,14325,14370
02/089,B,3,14462,14325,14832
02/090,A,1,14184,14183,14058
02/090,A,2,14184,14183,14196
02/090,A,3,14184,14183,14059
02/090,B,1,14058,14183,14196
02/090,B,2,14058,14183,14059

02/090,D,1,14196,14183,14058
02/090,D,2,14196,14183,14059

02/090,E,1,14059,14183,14058
02/090,E,2,14059,14183,14196
02/090,E,3,14059,14183,14059
02/090,F,1,14059,14183,14059
02/091,A,1,14544,14304,14623
02/091,A,2,14544,14304,14368
02/091,B,1,14623,14304,14368
02/091,C,1,14364,14304,14623
02/091,C,2,14364,14304,14368
02/091,D,1,14368,14304,14623
02/091,D,2,14368,14304,14364
02/092,A,1,14161,14163,14818
02/092,A,2,14161,14163,14182
02/092,A,3,14161,14163,14017
02/092,B,1,14182,14163,14818
02/092,B,2,14182,14163,14017
02/092,B,3,14182,14163,14161
02/092,C,1,14017,14163,14818
02/092,C,2,14017,14163,14182
02/092,D,1,14818,14163,14182
02/092,D,2,14818,14163,14017
02/092,D,3,14818,14163,14161
02/093,A,1,14062,14182,14181
02/093,B,1,14062,14182,14210
02/093,B,2,14062,14182,14163
02/093,C,1,14210,14182,14181
02/093,D,1,14210,14182,14163
02/093,E,1,14163,14182,14210
02/093,E,2,14163,14182,14181
02/093,F,1,14163,14182,14210
02/094,A,1,14066,14201,14104
02/094,B,1,14104,14201,14066
02/094,C,1,14203,14201,14066
02/094,C,2,14203,14201,14104
02/095,A,1,14583,14171,14202
02/095,A,2,14583,14171,14800
02/095,B,1,14800,14171,14202
02/095,B,2,14800,14171,14583
02/097,A,1,14800,14173,14180
02/097,A,2,14800,14173,14106
02/097,B,1,14106,14173,14800
02/097,B,2,14106,14173,14180
02/097,C,1,14180,14173,14800
02/097,C,2,14180,14173,14106
02/098,A,1,14173,14106,14174
02/098,A,2,14174,14106,14173
02/099,A,1,14148,14147,14128
02/099,A,2,14148,14147,14076
02/099,B,1,14076,14147,14128
02/099,C,1,14143,14147,14128
02/099,C,2,14143,14147,14076
02/100,A,1,14142,14651,14132
02/100,A,2,14142,14651,14698
02/100,A,3,14142,14651,14652
02/100,B,1,14698,14651,14132
02/100,B,2,14698,14651,14652
02/100,C,1,14652,14651,14132
02/100,C,2,14652,14651,14698
02/101,A,1,14050,14142,14651
02/101,A,2,14050,14142,14222
02/101,A,3,14050,14142,14144
02/101,B,1,14222,14142,14651
02/101,B,2,14222,14142,14144
02/101,C,1,14144,14142,14651
02/101,C,2,14144,14142,14222
02/103,A,1,14371,14290,12170
02/103,A,2,14371,14290,14289
02/103,B,1,12510,14290,12170
02/103,B,2,12510,14290,14289
02/105,A,1,14309,14544,14708
02/105,A,2,14309,14544,14304
02/105,C,1,14692,14544,14708
02/105,C,2,14692,14544,14304
02/110,A,1,14043,14046,14401
02/111,A,1,14026,14051,14400
02/111,A,2,14051,14026,14813
02/113,A,1,14155,14218,14233
02/113,A,2,14233,14218,14155
02/116,A,1,14187,14200,14271
02/116,A,2,14187,14200,14403
02/116,A,3,14187,14200,14558
02/116,B,1,14403,14200,14271
02/116,B,2,14403,14200,14187
02/116,B,3,14403,14200,14558
02/116,C,1,14271,14200,14187
02/116,C,2,14271,14200,14403
02/116,C,3,14271,14200,14558
02/116,D,1,14558,14200,14271
02/116,D,2,14558,14200,14187
02/116,D,3,14558,14200,14403
02/116,E,1,14200,14403,14279
02/116,E,2,14200,14403,14027
02/116,F,1,14027,14403,14200
02/116,G,1,14279,14403,14027
02/116,H,1,14403,14200,14271
02/118,A,1,14245,14157,14155
02/118,B,1,14245,14157,14589
02/118,C,1,14589,14157,14155
02/118,D,1,14158,14157,14589
02/118,K,1,14158,14157,14245
02/119,A,1,16046,16791,16425
02/119,A,2,16046,16791,14076
02/119,A,3,16046,16791,16052
02/119,B,1,16425,16791,14076
02/119,B,2,16425,16791,16046
02/119,B,3,16425,16791,16052



02/119,D,1,16052,16791,16425
02/119,D,2,16052,16791,14076
02/119,D,3,16052,16791,16046
02/123,A,1,14528,14343,14309
02/123,A,2,14528,14343,14326
02/123,B,1,14326,14343,14309
02/123,B,2,14326,14343,14528
02/123,C,1,14292,14343,14309
02/123,C,2,14292,14343,14326
02/123,F,1,14292,14343,14326
02/124,A,1,14172,14063,14247
02/124,A,2,14247,14063,14172
02/125,A,1,14132,14716,14652
02/125,A,2,14132,14716,14133
02/125,B,1,14133,14716,14132
02/125,C,1,14133,14716,14652
02/125,H,1,14716,14133,14703
02/125,I,1,14703,14133,14716
02/125,J,1,14741,14133,14703
02/125,J,2,14741,14133,14716
02/127,A,1,14701,14605,14687
02/127,A,2,14687,14605,14701
02/128,A,1,14183,14184,14185
02/128,B,1,14185,14184,14183
02/128,B,2,14185,14184,14072
02/128,C,1,14072,14184,14185
02/129,A,1,14184,14185,14075
02/129,A,2,14184,14185,14649
02/129,B,1,14649,14185,14184
02/129,B,2,14649,14185,14075
02/129,C,1,14075,14185,14184
02/129,C,2,14075,14185,14075
02/129,C,3,14075,14185,14649
02/129,D,1,14075,14185,14184
02/129,D,2,14075,14185,14649
02/129,D,3,14075,14185,14075
02/130,A,1,14020,14165,14638
02/130,B,1,14638,14165,14020
02/130,B,2,14638,14165,14166
02/130,C,1,14166,14165,14638
02/130,D,1,14229,14165,14638
02/131,A,1,14818,14230,14733
02/131,A,2,14818,14230,14634
02/131,A,3,14818,14230,14229
02/131,B,1,14733,14230,14634
02/131,B,2,14733,14230,14229
02/131,B,3,14733,14230,14818
02/131,D,1,14634,14230,14733
02/131,D,2,14634,14230,14229
02/131,D,3,14634,14230,14818
02/131,E,1,14229,14230,14634
02/131,E,2,14229,14230,14818
02/132,A,1,14732,14075,14185
02/132,A,2,14185,14075,14732
02/135,A,1,14030,14160,14016
02/135,B,1,14016,14160,14030
02/135,D,1,14159,14160,14016
02/135,H,1,14161,14016,14160
02/135,K,1,14016,14160,14159
02/135,L,1,14160,14016,14161
02/136,A,1,14140,14161,14016
02/136,A,2,14140,14161,14163
02/136,B,1,14016,14161,14163
02/136,B,2,14016,14161,14140
02/136,D,1,14163,14161,14140
02/136,E,1,14140,14161,14016
02/136,E,2,14140,14161,14163
02/136,F,1,14016,14161,14163
02/136,F,2,14016,14161,14140
02/137,A,1,14273,14162,14019
02/137,A,2,14273,14162,14017
02/137,B,1,14019,14162,14273
02/137,B,2,14019,14162,14017
02/137,C,1,14017,14162,14019
02/137,C,2,14017,14162,14273
02/142,A,1,14499,14504,14539
02/142,A,2,14504,14500,14499
02/143,A,1,14296,14099,14301
02/143,A,2,14296,14099,14525
02/143,B,1,14301,14099,14525
02/143,B,2,14301,14099,14296
02/143,C,1,14525,14099,14301
02/143,C,2,14525,14099,14296
02/143,D,1,14571,14099,14301
02/143,D,2,14571,14099,14525
02/143,D,3,14571,14099,14296
02/144,A,1,14301,14526,14387
02/144,B,1,14387,14526,14301
02/144,B,2,14387,14526,14673
02/144,B,3,14387,14526,14525
02/144,D,1,14525,14526,14301
02/144,D,2,14525,14526,14673
02/144,D,3,14525,14526,14387
02/150,A,1,14686,14685,14756
02/150,A,2,14756,14685,14686
02/158,A,1,12987,12984,13392
02/160,A,1,14240,14194,14013
02/160,A,2,14013,14194,14240
02/162,A,1,14276,14066,14276
02/164,A,1,14422,14295,14519
02/164,B,1,14624,14295,14519
02/164,C,1,14616,14295,14519
02/166,A,1,14361,14555,14357
02/166,A,2,14357,14555,14361
02/167,A,1,14457,14561,14456
02/167,B,1,14456,14561,14457
02/167,C,1,14560,14561,14457
02/167,C,2,14560,14561,14456
02/167,D,1,14560,14561,14457
02/170,A,1,14491,14327,14493
02/170,B,1,14493,14327,14491
02/170,C,1,14712,14327,14493
02/170,C,2,14712,14327,14491
02/171,A,1,14157,14245,14774
02/171,A,2,14157,14245,13339
02/171,B,1,13339,14245,14157
02/171,D,1,14105,14245,14157
02/174,A,1,14249,14177,14193
02/174,A,2,14249,14177,14178
02/174,B,1,14193,14177,14178
02/174,B,2,14193,14177,14249
02/174,C,1,14249,14177,14178
02/174,E,1,14178,14177,14193
02/174,E,2,14178,14177,14249
02/175,A,1,14147,14076,16791
02/175,A,2,16791,14076,14147
02/177,A,1,14997,14199,14226
02/177,A,2,14997,14199,14168
02/177,D,1,14168,14199,14226
02/178,A,1,14099,14296,14609
02/178,A,2,14609,14296,14099
02/179,A,1,14908,14310,14369
02/179,A,2,14908,14310,14459
02/179,B,1,14459,14310,14908
02/179,B,2,14459,14310,14369
02/179,F,1,14310,14459,14316
02/179,G,1,14316,14459,14310
02/180,A,1,14141,14223,14700
02/181,A,1,14139,14997,14199
02/181,C,1,14139,14997,14223
02/183,A,1,14126,14192,14178
02/183,A,2,14126,14192,14193
02/183,B,1,14193,14192,14191
02/183,B,2,14193,14192,14126
02/183,C,1,14191,14192,14178
02/183,C,2,14191,14192,14193
02/183,D,1,14178,14192,14191
02/183,D,2,14178,14192,14126
02/184,A,1,14911,14655,15501
02/184,A,2,14911,14655,14755
02/184,A,3,14911,14655,14701
02/184,B,1,14701,14655,14911
02/184,B,2,14701,14655,15501
02/184,B,3,14701,14655,14755
02/184,C,1,14755,14655,14911
02/184,C,2,14755,14655,15501
02/184,C,3,14755,14655,14701
02/184,D,1,15501,14655,14911
02/184,D,2,15501,14655,14755
02/184,D,3,15501,14655,14701
02/185,A,1,16044,14134,14657
02/185,A,2,16044,14134,14135
02/185,B,1,14657,14134,14135
02/187,A,1,14169,14998,14727
02/187,B,1,14727,14998,14169
02/187,E,1,14727,14998,14169
02/188,A,1,14108,16000,16378
02/188,A,2,14108,16000,16045
02/188,B,1,16045,16000,16378
02/188,B,2,16045,16000,14108
02/188,C,1,16045,16000,16378
02/188,D,1,16378,16000,16045
02/189,A,1,14158,14198,14220
02/189,B,1,14220,14198,14158
02/189,C,1,14158,14198,14220
02/190,A,1,14812,16407,16043
02/190,A,2,14812,16407,16489
02/190,C,1,16489,16407,16043
02/191,A,1,10124,10107,10226
02/191,B,1,16234,10226,10107
02/196,A,1,14248,14064,14172
02/196,A,2,14172,14064,14248
02/197,A,1,14226,14140,14228
02/197,C,1,14161,14140,14228
02/197,E,1,14226,14140,14161
02/203,A,1,14756,14115,14701
02/203,B,1,14701,14115,14756
02/205,A,1,14825,14176,14603
02/205,A,2,14825,14176,14206
02/205,B,1,14603,14176,14825
02/205,B,2,14603,14176,14206
02/205,C,1,14206,14176,14825
02/205,C,2,14206,14176,14603
02/207,A,1,14113,14656,14648
02/207,A,2,14113,14656,14911
02/207,B,1,14648,14656,14911
02/207,B,2,14648,14656,14113
02/207,C,1,14113,14656,14911
02/207,D,1,14911,14656,14648
02/208,A,1,14664,14000,14036
02/208,A,2,14036,14000,14664
02/211,A,1,14639,14735,14653
02/211,A,2,14653,14735,14639
02/212,A,1,14138,14677,14675
02/217,A,1,14679,14131,14699
02/221,A,1,16387,16001,14108
02/221,B,1,16387,16001,14107
02/221,C,1,14108,16001,14107
02/223,C,1,14436,14342,14438
02/224,A,1,14449,14347,14450
02/224,B,1,14450,14347,14449
02/224,C,1,14378,14347,14450
02/229,A,1,14556,14354,14359
02/229,B,1,14556,14354,15904
02/229,C,1,15904,14354,14359
02/231,A,1,14181,14061,14242
02/238,A,1,14210,14060,14059
02/238,A,2,14059,14060,14210
02/246,A,1,14998,14727,14175
02/246,B,1,14175,14727,14998
02/252,A,1,14804,14297,14364
02/253,A,1,14497,14340,14281
02/253,A,2,14497,14340,14498
02/253,B,1,14498,14340,14281
02/253,B,2,14498,14340,14497
02/253,C,1,14281,14340,14498
02/253,C,2,14281,14340,14497
02/253,D,1,14498,14340,14281
02/254,B,1,14365,14336,14280
02/254,C,1,14280,14336,14365
02/261,A,1,14193,14209,14825
02/261,A,2,14825,14209,14193
02/262,B,1,14031,14036,14000
02/262,B,2,14033,14239,66286
02/263,A,1,14178,14062,14182
02/266,A,1,14710,14087,14741
02/266,A,2,14710,14087,16378
02/266,A,3,14710,14087,14714
02/266,B,1,14741,14087,14710
02/266,B,2,14741,14087,16378
02/266,B,3,14741,14087,14714
