controller_key,phase_ref,turn,saturn_a_node,saturn_b_node,saturn_c_node
02/001,A,1,14155,14158,14157
02/001,B,1,14155,14158,14996
02/001,C,1,14996,14158,14157
02/001,D,1,14198,14158,14996
02/001,D,2,14198,14158,14157
02/001,J,1,14155,14158,14198
02/002,A,1,14347,14449,14538
02/002,A,2,14538,14449,14347
02/003,A,1,14678,14138,14057
02/003,A,2,14678,14138,14677
02/003,C,1,14222,14138,14057
02/003,C,2,14222,14138,14677
02/004,A,1,14139,14226,14694
02/004,A,2,14139,14226,14140
02/004,B,1,14694,14226,14140
02/004,C,1,14199,14226,14694
02/004,C,2,14199,14226,14140
02/005,A,1,14699,14702,14678
02/006,A,1,14675,14139,14997
02/006,A,2,14675,14139,14700
02/006,A,3,14675,14139,14226
02/006,B,1,14693,14139,14997
02/006,B,2,14693,14139,14700
02/007,A,1,14812,14135,14001
02/007,A,2,14001,14135,14812
02/007,A,3,14001,14135,14227
02/007,B,1,14134,14135,14001
02/007,B,2,14134,14135,14812
02/007,B,3,14134,14135,14227
02/008,A,1,14146,14148,14002
02/008,A,2,14146,14148,14147
02/008,B,1,14002,14148,14147
02/008,B,2,14002,14148,14146
02/008,C,1,14166,14148,14002
02/008,C,2,14166,14148,14147
02/008,C,3,14166,14148,14146
02/009,C,1,14168,14141,14050
02/009,C,2,14168,14141,14223
02/010,A,1,14141,14146,14148
02/010,A,2,14141,14146,14166
02/010,B,1,14148,14146,14141
02/010,C,1,14143,14146,14148
02/010,C,2,14143,14146,14141
02/010,C,3,14143,14146,14166
02/012,A,1,12413,14522,14999
02/012,B,1,14646,14522,14999
02/013,A,1,14833,14358,12358
02/013,A,2,14833,14358,14999
02/013,A,3,14833,14358,14457
02/013,B,1,14999,14358,14833
02/013,B,2,14999,14358,14457
02/013,C,1,12358,14358,14833
02/013,C,2,12358,14358,14457
02/013,D,1,14457,14358,12358
02/013,D,2,14457,14358,14999
02/013,D,3,14457,14358,14833
02/013,E,1,14457,14358,12358
02/013,E,2,14457,14358,14999
02/014,A,1,14567,14067,15511
02/014,A,2,14567,14067,14396
02/014,B,1,14396,14067,14567
02/014,C,1,14527,14067,14567
02/014,C,2,14527,14067,15511
02/014,D,1,15511,14067,14567
02/014,D,2,15511,14067,14396
02/015,A,1,14303,14569,14396
02/016,B,1,14394,14307,14908
02/016,B,2,14394,14307,14552
02/016,C,1,14908,14307,14552
02/018,A,1,14415,14294,14070
02/018,B,1,14294,14070,14416
02/018,B,2,14294,14070,14608
02/018,B,3,14294,14070,14617
02/018,C,1,14416,14070,14617
02/018,C,2,14416,14070,14294
02/018,D,1,14070,14294,14415
02/018,E,1,14416,14070,14608
02/018,F,1,14617,14294,14415
02/018,G,1,14608,14070,14416
02/018,G,2,14608,14070,14617
02/018,G,3,14608,14070,14294
02/020,A,1,14626,14301,14474
02/020,A,2,14626,14301,14526
02/020,B,1,14526,14301,14626
02/020,C,1,14526,14301,14474
02/020,D,1,14626,14301,14474
02/020,E,1,14099,14301,14474
02/020,F,1,14474,14301,14626
02/020,F,2,14474,14301,14099
02/021,A,1,14418,14109,16387
02/021,B,1,14418,14109,14110
02/021,C,1,14419,14109,16387
02/021,H,1,14419,14109,14418
02/022,A,1,14221,14130,14902
02/022,A,2,14221,14130,14679
02/022,E,1,14130,14679,14131
02/024,A,1,14704,14251,14253
02/024,A,2,14704,14251,14902
02/024,B,1,14902,14251,14704
02/024,B,2,14902,14251,14253
02/024,C,1,14907,14251,14704
02/024,C,2,14907,14251,14253
02/024,C,3,14907,14251,14902
02/025,A,1,10257,10124,10128
02/025,B,1,10257,10124,10107
02/025,C,1,10107,10124,10022
02/025,C,2,10107,10124,10257
02/025,D,1,10128,10124,10022
02/025,D,2,10128,10124,10107
02/025,D,3,10128,10124,10257
02/025,E,1,10022,10124,10257
02/025,E,2,10022,10124,10128
02/026,A,1,70241,70001,70700
